userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,10.362085342407227)* (48,9.965320587158203)* (169,9.650407791137695)* (265,9.546226501464844) (53,9.46281623840332)* (136,9.405160903930664)* (324,9.30569076538086) (823,9.236236572265625) (215,9.141225814819336) (107,9.060171127319336)* (560,8.96517562866211) (276,8.934389114379883) (11,8.933578491210938)* (170,8.907422065734863)* (674,8.84797191619873) (1187,8.79801082611084) (279,8.77631950378418) (632,8.71917724609375) (364,8.67740249633789) (300,8.675310134887695)
215: (15,8.013114929199219)* (159,7.576512336730957) (592,7.1588335037231445) (48,7.120296955108643) (136,7.002614974975586) (215,6.891802787780762) (130,6.879255294799805) (106,6.741984844207764) (185,6.740893840789795) (17,6.737042427062988) (169,6.663175582885742) (364,6.640443801879883) (173,6.638784408569336) (131,6.575060844421387) (4,6.545834541320801)* (1063,6.53337287902832) (107,6.459521293640137) (512,6.405126094818115) (707,6.382331848144531) (366,6.381819725036621)
216: (889,10.871631622314453)* (164,10.728890419006348) (990,10.512185096740723) (520,10.477079391479492)* (810,10.371307373046875)* (1017,10.206485748291016)* (1336,9.801776885986328) (167,9.684606552124023) (1188,9.63189697265625)* (2066,9.53720760345459) (73,9.536046981811523)* (721,9.51766586303711) (226,9.509452819824219) (68,9.470175743103027) (134,9.444662094116211)* (2150,9.400972366333008)* (1289,9.379910469055176) (849,9.377520561218262)* (136,9.346704483032227) (1215,9.323321342468262)
217: (8409,13.166311264038086) (1910,13.104459762573242)* (4692,12.90523910522461)* (6018,12.813891410827637)* (3980,12.219475746154785) (673,11.748167037963867) (6021,11.316911697387695) (20791,11.112953186035156) (938,10.852256774902344)* (974,10.810303688049316)* (896,10.786188125610352) (130,10.767801284790039) (818,10.712043762207031) (679,10.692770004272461) (6081,10.68571949005127) (5790,10.640172958374023)* (1265,10.612983703613281) (889,10.611373901367188) (1289,10.564286231994629) (6131,10.554729461669922)
218: (116,9.118578910827637) (779,8.869292259216309) (124,8.458337783813477) (104,8.412141799926758) (15,8.405149459838867) (498,8.360698699951172)* (707,8.285216331481934) (102,8.272727966308594) (913,8.272509574890137)* (1267,8.265875816345215) (87,8.149099349975586) (2722,8.142427444458008) (849,8.140960693359375) (431,8.09616756439209) (1027,7.997385025024414) (1278,7.965845108032227) (3152,7.962322235107422) (870,7.918343544006348) (1222,7.890860557556152) (164,7.831865310668945)
219: (48,8.453031539916992)* (215,7.941351413726807) (17,7.620428085327148) (107,7.605525970458984) (131,7.597034454345703) (11,7.590228080749512) (312,7.588326454162598) (823,7.543559551239014) (169,7.392563819885254) (67,7.355531692504883) (324,7.347215175628662) (366,7.3292059898376465) (142,7.319698333740234) (674,7.312970161437988) (298,7.274672031402588) (72,7.262160301208496) (1281,7.258943557739258) (81,7.157164573669434) (136,7.084307670593262) (364,7.051431179046631)
220: (88,10.560256004333496)* (628,10.198892593383789) (833,10.093976020812988)* (3381,9.782171249389648) (3167,9.737919807434082) (200,9.731565475463867)* (81,9.682496070861816)* (190,9.672260284423828) (1040,9.671058654785156) (3441,9.65340805053711) (1965,9.519829750061035) (1267,9.515928268432617)* (845,9.456153869628906) (806,9.439543724060059) (3008,9.430070877075195) (1989,9.425703048706055) (2828,9.323078155517578) (1813,9.29957103729248) (2132,9.230674743652344) (1626,9.219122886657715)*
222: (167,9.227837562561035) (159,8.832200050354004) (48,8.514057159423828)* (2066,8.456098556518555) (215,8.449250221252441) (15,8.399687767028809) (4,8.362652778625488) (721,8.235268592834473) (11,8.225868225097656) (1196,8.182038307189941) (142,8.171794891357422)* (298,8.108322143554688) (17,8.090827941894531) (1336,8.076367378234863) (0,8.067178726196289) (439,8.028358459472656) (211,8.010980606079102)* (952,8.002176284790039) (668,7.9009504318237305) (707,7.896254062652588)
223: (722,12.687994003295898)* (668,12.63916015625) (413,12.339916229248047) (8,12.326138496398926)* (520,12.15659236907959) (986,12.05058765411377) (226,11.857398986816406) (11,11.805203437805176) (215,11.541452407836914) (2066,11.408748626708984) (707,11.213554382324219)* (779,11.110503196716309) (2932,11.023946762084961)* (1260,10.98430061340332) (211,10.940942764282227) (161,10.897172927856445) (957,10.855852127075195) (716,10.841196060180664)* (1949,10.803564071655273) (398,10.75343132019043)*
224: (72,10.832807540893555) (88,10.52735424041748) (2862,10.390701293945312) (16,9.907381057739258) (952,9.845489501953125) (113,9.801532745361328) (15,9.717863082885742) (13,9.704010963439941)* (3865,9.651138305664062) (159,9.649016380310059) (340,9.603448867797852) (707,9.53882122039795) (2266,9.504053115844727) (14,9.237781524658203) (875,9.177803993225098)* (167,9.144455909729004) (54,9.140129089355469) (382,9.139007568359375) (6215,9.138628005981445) (2328,9.138534545898438)
225: (104,9.386809349060059) (686,9.106735229492188) (592,9.082157135009766) (169,9.015729904174805) (1010,8.954833030700684) (1068,8.932455062866211) (1063,8.914127349853516) (1273,8.889864921569824) (528,8.635498046875) (122,8.60550308227539) (575,8.571443557739258) (560,8.51321792602539) (48,8.4894437789917) (512,8.476227760314941) (67,8.474654197692871) (113,8.471004486083984)* (1303,8.453638076782227) (520,8.449328422546387) (153,8.431327819824219) (4744,8.409796714782715)
226: (263,10.154787063598633) (159,9.736540794372559) (312,9.560552597045898)* (142,9.481292724609375) (72,9.467325210571289)* (174,9.451068878173828)* (269,9.366371154785156) (2328,9.318628311157227) (15,9.293542861938477) (113,9.211833000183105) (167,9.167197227478027) (265,9.055599212646484)* (115,9.037860870361328)* (374,8.904739379882812) (354,8.878954887390137)* (2862,8.865226745605469) (215,8.850333213806152)* (169,8.819204330444336) (158,8.816056251525879) (82,8.809414863586426)
227: (312,10.036648750305176) (67,9.868619918823242) (11,9.8245267868042) (324,9.791091918945312) (4,9.751900672912598) (922,9.710395812988281)* (823,9.684778213500977) (173,9.667282104492188) (2119,9.527984619140625) (1281,9.489837646484375) (669,9.4739990234375) (17,9.431641578674316)* (670,9.401054382324219) (674,9.36642074584961)* (721,9.275713920593262) (360,9.175912857055664)* (158,9.160950660705566) (72,9.150115966796875) (18,9.128438949584961) (1357,9.10478687286377)*
228: (625,8.670145988464355)* (106,8.31263542175293) (116,8.128400802612305) (185,7.939375877380371) (130,7.864971160888672) (136,7.8446149826049805) (539,7.83717679977417) (1144,7.808384895324707) (15,7.687654495239258) (1027,7.67332124710083) (147,7.577177047729492) (865,7.569475173950195) (431,7.500116348266602) (164,7.414531230926514) (81,7.300801753997803)* (143,7.265966415405273) (913,7.227166175842285) (520,7.188122272491455) (92,7.139289379119873) (71,7.1289286613464355)*
229: (81,12.555950164794922)* (18,12.029679298400879) (9,11.847803115844727)* (159,10.940412521362305)* (990,10.907909393310547)* (721,10.795267105102539) (1260,10.708335876464844) (735,10.57167911529541)* (3436,10.481664657592773) (820,10.473804473876953) (2932,10.457338333129883) (115,10.448497772216797) (763,10.435772895812988) (1939,10.28905963897705) (3478,10.170588493347168) (952,10.099987030029297) (16,10.088499069213867)* (366,10.070802688598633) (388,9.93112564086914)* (106,9.84450912475586)
230: (185,11.584779739379883)* (625,10.792282104492188) (649,10.132822036743164) (1626,9.590904235839844) (2096,9.502065658569336) (200,9.32461929321289) (3280,9.319120407104492) (650,9.310140609741211) (1099,9.189533233642578) (1102,9.084443092346191) (1297,8.78849983215332)* (583,8.744675636291504) (572,8.741936683654785)* (555,8.72171401977539) (178,8.641159057617188) (1062,8.600866317749023) (1682,8.510187149047852) (519,8.508261680603027) (628,8.458643913269043) (2137,8.372757911682129)
231: (48,6.283590316772461) (159,6.014543533325195) (15,5.704253196716309) (167,5.559657096862793) (312,5.526130676269531) (142,5.440661430358887) (263,5.374208450317383) (4,5.337224960327148) (54,5.319705486297607) (269,5.301451683044434) (131,5.294762134552002) (168,5.294100284576416) (298,5.288326263427734) (670,5.2526373863220215) (72,5.247913837432861) (823,5.224072456359863) (2328,5.217036247253418) (215,5.188183307647705) (82,5.185001850128174)* (374,5.1679487228393555)
232: (15,8.157309532165527) (167,7.664724349975586) (106,7.539184093475342) (169,7.374624729156494) (159,7.367464065551758) (364,7.137200355529785) (92,7.028599262237549) (818,7.015833854675293) (560,7.015593528747559) (276,7.0117268562316895) (185,6.959628105163574) (116,6.941514015197754) (1187,6.941429138183594) (298,6.917626857757568) (67,6.902032852172852) (0,6.855921745300293) (1242,6.82209587097168)* (35,6.789955139160156) (553,6.782805442810059) (810,6.77260160446167)
233: (2150,3.3282179832458496) (1221,3.258452892303467) (364,3.211541175842285) (1017,3.167476177215576) (167,3.0787434577941895) (81,3.070352554321289) (15,3.06976318359375) (1204,3.0323925018310547) (1197,3.005539655685425) (1207,3.0048844814300537) (164,2.989130973815918) (483,2.984361171722412) (520,2.96136474609375) (592,2.94581937789917) (669,2.9416186809539795) (359,2.9219775199890137) (185,2.9163763523101807) (1940,2.9077000617980957) (704,2.899056911468506) (265,2.8960747718811035)
234: (2066,9.213993072509766) (167,8.716357231140137) (1790,8.46091365814209) (560,8.39182186126709)* (520,8.279301643371582) (15,8.25241470336914) (2609,8.250177383422852)* (721,8.249524116516113) (364,8.21365737915039)* (94,8.14818000793457)* (3204,8.123969078063965) (215,8.074334144592285) (0,7.976041793823242) (2137,7.954057693481445) (512,7.931553363800049) (806,7.88850212097168) (147,7.8329081535339355) (425,7.827638626098633) (889,7.820151329040527) (136,7.79386043548584)
235: (810,10.967866897583008) (0,10.49324893951416)* (167,10.346994400024414)* (81,10.133687973022461)* (421,10.121389389038086) (1336,9.878080368041992) (668,9.658464431762695) (721,9.596464157104492)* (1377,9.495294570922852) (48,9.447813034057617) (8,9.426316261291504) (207,9.384428977966309) (889,9.342500686645508)* (4122,9.315423965454102) (1279,9.310125350952148)* (1449,9.294599533081055) (1243,9.223577499389648) (161,9.212846755981445)* (716,9.17738151550293) (719,9.161528587341309)
236: (6670,13.69385814666748) (4399,13.557867050170898) (3741,13.107597351074219) (1091,13.026939392089844)* (2096,12.91189193725586)* (2653,12.573991775512695)* (3944,12.558026313781738) (8426,12.45193862915039) (3893,12.36012077331543)* (3522,12.345989227294922)* (896,12.191169738769531) (8415,12.093461990356445) (8676,12.015228271484375)* (3923,11.849957466125488)* (1336,11.82186222076416)* (3441,11.821664810180664)* (3350,11.773301124572754) (664,11.587848663330078)* (3941,11.545563697814941) (3875,11.519319534301758)*
237: (15,4.425271034240723) (136,4.383900165557861) (560,4.2076616287231445) (592,4.204225540161133) (159,4.188859939575195) (512,4.186689853668213) (1273,4.159486293792725) (185,4.152535438537598) (164,4.067343235015869)* (519,4.007132530212402) (707,3.914757013320923) (625,3.9131698608398438) (48,3.90869402885437) (1063,3.8604817390441895) (67,3.857903003692627) (147,3.8565731048583984) (520,3.855342149734497) (81,3.8412578105926514) (2069,3.8223938941955566) (169,3.795593500137329)
238: (106,8.770312309265137) (81,8.553624153137207) (89,8.360062599182129) (842,8.257957458496094) (699,8.211264610290527) (1232,8.179994583129883) (169,8.146132469177246) (53,8.110072135925293) (1717,8.109038352966309) (116,8.053277969360352) (844,8.010461807250977) (1172,7.964067459106445) (670,7.924666404724121) (87,7.90903902053833) (265,7.869306564331055)* (129,7.8520379066467285) (1813,7.823887825012207) (553,7.727451801300049) (161,7.615879058837891) (1305,7.597928047180176)
239: (167,8.696250915527344) (159,8.325318336486816) (48,8.159181594848633) (81,8.04240894317627) (1202,7.85701847076416)* (364,7.847523212432861) (142,7.740514755249023) (1281,7.731352806091309) (168,7.709255218505859) (0,7.64384651184082)* (722,7.555736064910889)* (131,7.509015083312988) (113,7.501514911651611) (592,7.489775657653809) (130,7.4394731521606445) (4,7.393509864807129) (164,7.3598504066467285) (669,7.352076530456543)* (823,7.352031230926514) (115,7.337733268737793)
240: (368,11.749330520629883) (4589,11.063674926757812) (3708,10.748871803283691) (279,10.299757957458496) (2985,10.115089416503906) (1626,9.93132495880127) (238,9.868314743041992) (1164,9.806684494018555) (3402,9.408576011657715) (459,9.381969451904297)* (3403,9.379533767700195) (2279,9.370794296264648) (2845,9.317706108093262) (221,9.313024520874023) (132,9.278966903686523) (1368,9.189252853393555) (592,9.178354263305664) (183,9.171455383300781) (2561,9.114920616149902) (848,9.091808319091797)*
241: (159,10.458442687988281)* (169,10.081509590148926) (107,9.965871810913086) (48,9.700051307678223)* (1377,9.696306228637695) (8,9.677257537841797) (2119,9.649961471557617) (366,9.638128280639648)* (161,9.513076782226562) (823,9.486751556396484) (716,9.473695755004883)* (44,9.461557388305664) (697,9.392995834350586) (371,9.38482666015625) (385,9.348943710327148) (717,9.348848342895508) (205,9.307535171508789) (1813,9.295941352844238) (129,9.250328063964844) (136,9.228915214538574)
242: (592,7.130919456481934) (185,7.024673938751221) (167,6.877016544342041) (130,6.870645046234131) (147,6.712409019470215) (625,6.679732322692871) (560,6.630658149719238) (166,6.629648208618164) (15,6.57234525680542) (707,6.501450061798096) (2779,6.473781585693359) (48,6.429263114929199) (81,6.426712512969971) (1063,6.353511810302734) (364,6.272207736968994) (2066,6.249703407287598) (106,6.217972755432129) (1273,6.211926460266113) (806,6.17068338394165) (169,6.1688618659973145)
243: (1100,10.424922943115234) (143,10.233872413635254)* (1267,10.118947982788086) (628,10.116056442260742) (1058,10.014344215393066)* (520,9.990095138549805) (2066,9.9630126953125) (1826,9.88790225982666) (649,9.841388702392578) (560,9.829565048217773) (164,9.782890319824219) (592,9.687931060791016) (1055,9.68011474609375) (1040,9.668647766113281) (1222,9.644392967224121) (71,9.601770401000977)* (102,9.599259376525879) (394,9.586994171142578)* (153,9.520530700683594)* (122,9.50534439086914)
244: (1190,12.383747100830078)* (3093,11.483901023864746)* (459,11.268279075622559) (668,11.246166229248047) (687,11.054117202758789)* (226,11.041791915893555)* (721,10.882123947143555)* (2038,10.792435646057129) (4,10.78149700164795)* (421,10.718234062194824) (1977,10.699995040893555) (382,10.661504745483398) (3236,10.658079147338867) (444,10.642831802368164)* (15,10.567412376403809)* (156,10.55972957611084) (3548,10.540088653564453)* (95,10.529356002807617) (823,10.503388404846191) (107,10.49306869506836)*
245: (50,14.594510078430176)* (15,14.498811721801758)* (54,13.392255783081055)* (342,13.378789901733398)* (298,12.709060668945312)* (315,12.1166410446167)* (324,12.039163589477539) (167,12.03468132019043) (129,11.993165016174316)* (371,11.968931198120117)* (414,11.942930221557617) (439,11.867838859558105) (1192,11.821728706359863)* (13,11.775144577026367)* (142,11.757899284362793) (1717,11.752734184265137) (862,11.63360595703125) (560,11.599963188171387) (875,11.590202331542969) (1831,11.476947784423828)
246: (72,5.275618076324463)* (54,4.969507217407227) (15,4.938535690307617)* (823,4.848267078399658) (312,4.843188285827637) (189,4.829137802124023) (142,4.82204008102417) (131,4.818751335144043) (82,4.817193984985352) (13,4.721864223480225) (4,4.718838691711426) (263,4.709391117095947) (113,4.704859256744385) (279,4.652528762817383) (354,4.652484893798828) (167,4.6455583572387695) (11,4.621705055236816) (14,4.606560707092285) (18,4.60540771484375) (276,4.578940391540527)
247: (167,5.961926460266113)* (15,5.922339916229248) (159,5.8578996658325195) (592,5.717708110809326) (130,5.279474258422852) (1063,5.2309112548828125) (48,5.229754447937012) (136,5.209205627441406) (215,5.1650567054748535) (166,5.132033348083496) (2066,5.116799831390381) (707,5.1162614822387695) (512,5.112135887145996) (147,5.080836772918701) (1144,5.073675155639648) (2137,5.008963584899902) (721,5.007138252258301) (806,5.003911018371582) (11,4.994976997375488) (4,4.980459213256836)
248: (185,10.219186782836914)* (707,9.25285530090332)* (1144,9.23079776763916) (1278,9.171282768249512) (539,9.065805435180664)* (166,8.986335754394531) (806,8.959817886352539)* (628,8.953739166259766)* (2609,8.858194351196289) (896,8.780717849731445) (2137,8.749589920043945) (1790,8.561513900756836) (1553,8.514854431152344) (1267,8.479716300964355) (913,8.471872329711914) (1072,8.355181694030762) (169,8.30224895477295) (649,8.285235404968262) (2114,8.240516662597656)* (1058,8.233988761901855)
