userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (48,7.365416526794434)* (265,7.360276222229004) (67,7.266369819641113)* (276,7.029028415679932) (215,6.70261812210083) (173,6.516787528991699)* (279,6.484038352966309) (13,6.454805374145508)* (107,6.419512748718262)* (674,6.399425029754639) (262,6.393319129943848) (324,6.333438396453857) (115,5.958998680114746)* (371,5.950071334838867) (300,5.938168525695801) (632,5.914044380187988) (440,5.664477348327637) (560,5.579702377319336) (82,5.53973388671875)* (8,5.510591506958008)*
876: (11,11.32858657836914)* (18,10.03917121887207) (135,9.661567687988281)* (35,9.59223747253418)* (205,9.562799453735352)* (170,9.149890899658203)* (48,9.136261940002441)* (34,9.123369216918945)* (413,9.075294494628906)* (5,8.733784675598145)* (211,8.665300369262695)* (156,8.421331405639648) (6,8.340980529785156)* (366,8.307830810546875)* (226,8.276204109191895)* (222,8.234512329101562)* (1357,8.219639778137207)* (1385,8.211322784423828)* (1202,8.203588485717773) (301,8.190286636352539)*
877: (15,1.3241814374923706)* (4,1.26640784740448) (9,1.136544942855835) (13,1.1094775199890137) (11,1.0792953968048096) (16,1.0381088256835938) (0,1.0370961427688599) (80,1.0246906280517578) (215,0.9678281545639038)* (168,0.9176616668701172) (123,0.9062881469726562) (54,0.8958799242973328) (14,0.8732439279556274) (113,0.8605120182037354) (82,0.8516989946365356) (48,0.8488624095916748)* (17,0.8344696164131165) (135,0.8319883942604065) (173,0.7982836961746216) (174,0.7876466512680054)
878: (575,6.881782531738281) (136,6.851717948913574) (276,6.59343147277832) (53,6.333154678344727)* (559,6.086066722869873) (3266,6.073736190795898) (1689,5.881687164306641)* (670,5.832300662994385) (129,5.796473979949951) (1297,5.768289566040039) (539,5.767422199249268) (1091,5.765728950500488) (169,5.676883697509766) (519,5.615147590637207) (1103,5.534571647644043) (190,5.531961441040039) (1072,5.510469913482666) (1099,5.479793548583984) (2096,5.420992851257324) (862,5.4063401222229)
879: (136,7.570028781890869) (520,7.473396301269531) (130,7.329916000366211) (147,7.302097797393799) (512,6.468735218048096)* (185,6.222412586212158) (592,6.199291229248047)* (707,6.020354747772217) (2066,5.860584259033203) (81,5.730854511260986) (164,5.4974164962768555) (87,5.338595390319824) (915,5.310547828674316) (875,5.307321071624756) (486,5.275668144226074) (625,5.268087387084961) (419,5.26662015914917) (642,5.114560127258301) (134,5.096484184265137) (941,5.085538864135742)
880: (4544,3.359255075454712) (2830,3.3347010612487793)* (3585,3.129225015640259)* (4517,3.1177830696105957) (4540,3.0790820121765137) (12160,3.0467300415039062) (932,3.031012535095215) (2779,3.018441677093506) (3188,2.9405248165130615) (432,2.866847038269043) (4530,2.8330368995666504) (1780,2.830993413925171) (185,2.790780782699585)* (896,2.786738395690918) (2997,2.752959728240967) (7312,2.74910306930542) (4489,2.7229833602905273) (1062,2.7172019481658936) (4623,2.694855213165283) (2096,2.6931118965148926)
881: (14,1.4251489639282227)* (82,1.366952896118164)* (15,1.3014510869979858) (54,1.2661283016204834) (9,1.253640055656433) (354,1.152101993560791) (3,1.1470890045166016) (11,1.14265775680542) (16,1.0813974142074585) (168,1.071363091468811) (10,1.0485117435455322) (113,1.0420492887496948) (215,1.036468744277954) (48,1.0073612928390503) (159,0.969916582107544) (4,0.9624382257461548) (274,0.9393119812011719) (131,0.9229774475097656) (167,0.8898744583129883) (158,0.8880221843719482)
882: (15,6.2963056564331055) (16,5.831409454345703) (270,5.80046272277832) (87,5.697764873504639) (189,5.0402750968933105) (1192,4.817226886749268)* (23324,4.67452335357666) (670,4.389250755310059) (48,4.345266819000244) (71,4.317905426025391) (5776,4.301986217498779) (952,4.267095565795898) (67,4.171915054321289) (575,4.103619575500488) (2533,4.0598368644714355)* (88,3.9434642791748047)* (129,3.9322781562805176) (1180,3.903136730194092) (1242,3.780006170272827) (6703,3.6952500343322754)
883: (15,10.550228118896484) (4,9.295819282531738) (2,7.557754039764404) (210,7.27529764175415) (0,7.218348503112793) (367,6.721558570861816)* (131,6.535825729370117) (674,6.49734354019165) (35,6.21804666519165) (95,5.998857021331787) (162,5.994932174682617)* (113,5.9646501541137695) (1,5.9399919509887695) (2038,5.792972564697266) (5294,5.753042697906494) (2085,5.736523628234863)* (1875,5.574419975280762)* (67,5.570756912231445) (11,5.512582778930664) (168,5.5039215087890625)
884: (4,1.3045545816421509) (167,1.258260726928711) (48,1.2497048377990723) (0,1.2360434532165527) (159,1.0825492143630981) (11,1.0718207359313965) (67,1.0670409202575684) (215,0.9530941247940063) (168,0.9124747514724731) (324,0.9080638289451599) (107,0.9035248756408691) (131,0.9007270336151123) (113,0.8974621295928955) (170,0.8879363536834717) (9,0.8747433423995972) (366,0.8657896518707275) (101,0.8262665271759033) (185,0.8184664249420166) (674,0.8175689578056335)* (169,0.8057488203048706)
885: (106,6.6770172119140625) (136,6.055098533630371)* (81,6.050416469573975) (87,5.926883697509766) (1260,5.504375457763672) (143,5.4487457275390625) (116,5.4170684814453125) (707,5.164095878601074) (1267,5.161073207855225) (560,5.0569281578063965) (134,5.044282913208008) (164,5.013568878173828) (758,4.805267333984375) (2066,4.751396656036377) (486,4.647116184234619) (95,4.520771026611328) (1989,4.502019882202148) (539,4.488874912261963) (186,4.475074768066406) (73,4.472038269042969)
886: (16,4.188098907470703) (10,3.608821153640747) (13,3.3994109630584717) (9,3.088250160217285) (11,3.0552186965942383) (82,2.976726531982422) (354,2.912757635116577) (135,2.876800298690796) (90,2.8244152069091797) (54,2.8191418647766113) (258,2.7536933422088623) (300,2.74892520904541) (14,2.7097630500793457) (80,2.7067906856536865) (117,2.685084819793701) (186,2.6850152015686035) (276,2.6529693603515625) (661,2.6143136024475098) (18,2.6064882278442383) (265,2.6050844192504883)
887: (15,4.6860175132751465) (0,4.341221332550049) (4,4.101728916168213) (81,3.941183567047119) (136,3.868104934692383) (48,3.714132785797119) (167,3.591381788253784) (130,3.5892162322998047) (560,3.5725855827331543) (87,3.5119340419769287) (185,3.510488271713257) (875,3.4440438747406006) (67,3.3830809593200684) (1273,3.3732478618621826) (11,3.316122055053711) (520,3.3076512813568115) (159,3.279339551925659) (106,3.2091050148010254) (215,3.1861042976379395) (419,3.120936870574951)
888: (13,9.00733757019043) (16,8.303288459777832) (354,6.6509904861450195) (82,6.4509077072143555) (3750,6.341310501098633) (340,6.305673122406006) (131,6.254341125488281)* (11,6.102356910705566) (2423,5.958839416503906) (54,5.938984394073486) (175,5.737922191619873) (334,5.685181617736816) (88,5.627984523773193) (2026,5.548672199249268)* (964,5.537850379943848) (2131,5.424901962280273)* (7339,5.3986968994140625) (215,5.395730018615723) (6159,5.3846940994262695) (3780,5.3719353675842285)
889: (4,10.013041496276855) (1894,9.319933891296387)* (167,9.111799240112305) (159,8.672975540161133)* (1900,8.441423416137695) (366,7.870930194854736) (922,7.767609596252441)* (4561,7.615424156188965) (707,7.537252426147461)* (215,7.47114372253418)* (168,7.352219581604004) (2066,7.267083168029785)* (519,7.254406452178955)* (670,7.219389915466309) (360,7.164093494415283)* (414,7.069132328033447)* (8,7.0427117347717285) (493,6.898150444030762) (1116,6.8820881843566895)* (2244,6.839561462402344)
890: (15,1.656193494796753) (560,1.3842334747314453) (4,1.3672492504119873) (147,1.3010234832763672) (185,1.23783278465271) (512,1.236536979675293) (130,1.1846561431884766) (592,1.1712592840194702) (167,1.1260021924972534) (493,1.1241087913513184) (67,1.0937246084213257) (519,1.045389175415039) (419,1.0374783277511597) (48,1.0333712100982666) (707,1.0052669048309326) (1273,1.0031712055206299) (520,0.98415607213974) (1063,0.9794182777404785) (2069,0.9668256044387817) (164,0.9653840065002441)
891: (2,0.7362127900123596) (420,0.5662693977355957)* (421,0.542186975479126)* (8,0.5328737497329712)* (226,0.5093135833740234)* (4,0.5086867213249207)* (1,0.5066184997558594) (810,0.5066058039665222)* (388,0.4987407326698303) (685,0.4833381772041321) (1949,0.4520413279533386)* (1826,0.4497620463371277) (721,0.44547903537750244) (716,0.43224936723709106) (4122,0.4105808138847351)* (986,0.40520423650741577)* (2932,0.3974359333515167) (1867,0.39631861448287964) (364,0.39271974563598633) (1336,0.39163723587989807)
892: (15,9.644512176513672) (167,6.722665309906006)* (324,6.199741363525391) (674,6.036351203918457) (159,5.932973861694336) (371,5.892327785491943) (210,5.792614459991455) (131,5.779424667358398) (48,5.7598137855529785) (2,5.515533924102783) (67,5.506097316741943) (35,5.431175231933594) (13,5.328481197357178) (168,5.254693508148193) (922,5.038679122924805) (107,4.960763931274414) (63,4.927946090698242) (8,4.9236531257629395) (3389,4.907378196716309) (4,4.866329669952393)
893: (11,1.5817962884902954)* (0,1.5070945024490356) (15,1.238008975982666)* (18,1.168150782585144) (4,1.0301766395568848) (215,0.9780453443527222) (17,0.9127898812294006)* (13,0.88849276304245)* (168,0.8795811533927917) (167,0.8643335103988647)* (54,0.8441891670227051) (661,0.8375250101089478)* (142,0.8214055299758911) (123,0.8154359459877014) (721,0.8073382377624512) (81,0.791029691696167)* (115,0.7889599800109863) (67,0.7851731777191162)* (211,0.7743704319000244) (113,0.7634526491165161)
894: (0,16.45081329345703) (1,7.893063545227051) (71,7.4742279052734375) (95,7.006966590881348) (394,6.599752426147461)* (818,6.313602924346924) (1357,6.220204830169678) (15,6.091472625732422) (161,6.0714616775512695) (2732,6.071279525756836) (715,6.009848117828369) (1813,5.9901347160339355) (75,5.9886274337768555) (832,5.98276948928833) (1336,5.967134952545166) (68,5.924873352050781) (825,5.8895487785339355) (2101,5.85011100769043) (8,5.827543258666992) (842,5.768893241882324)
895: (1746,6.286243915557861) (2322,5.48781156539917) (2225,5.303642749786377) (247,5.274919509887695) (7339,5.26506233215332) (1277,5.180138111114502) (4460,5.169175624847412) (2321,5.101022243499756) (2449,5.014049530029297) (31850,4.997247695922852) (4233,4.995681285858154) (3781,4.992610931396484) (2236,4.957498550415039) (3862,4.955179214477539) (1323,4.939169883728027) (6500,4.908360481262207) (6562,4.8824462890625) (842,4.88132381439209) (4232,4.875330448150635) (1767,4.8490424156188965)
896: (4623,5.084811210632324) (1100,4.947405815124512) (12578,4.808664321899414) (9371,4.799579620361328) (618,4.792510032653809) (12192,4.7104620933532715) (9287,4.6064653396606445) (6084,4.493085861206055) (3908,4.415628433227539) (649,4.4147725105285645)* (4436,4.329085826873779) (8678,4.2958784103393555) (4544,4.2726030349731445) (941,4.2610063552856445)* (8515,4.201998233795166) (4561,4.181649684906006) (6067,4.177449703216553)* (12621,4.167425155639648) (10439,4.152519702911377) (3897,4.104587554931641)
897: (15,1.563212275505066) (9,1.266435146331787) (11,1.26524019241333) (4,1.2561941146850586) (54,1.1885913610458374) (135,1.1802781820297241) (48,1.1599748134613037) (265,1.146523118019104) (53,1.1007574796676636) (167,1.068941593170166) (13,1.0602728128433228) (159,1.042517900466919) (279,1.0054140090942383) (168,0.9900644421577454) (113,0.9859651327133179) (16,0.9810983538627625) (170,0.9785004258155823) (67,0.9612047076225281) (269,0.9577153325080872) (670,0.9544888734817505)
898: (16,10.719179153442383)* (1180,8.958473205566406)* (2328,8.077210426330566)* (3,7.7083845138549805)* (4544,7.475761890411377)* (432,7.344290733337402) (2830,7.306845664978027) (1246,7.249573707580566)* (3433,7.220430374145508) (3188,7.158289909362793)* (1277,7.132808685302734) (351,6.937122821807861) (4517,6.931215763092041)* (3739,6.870604515075684)* (87,6.845958709716797) (9,6.8030805587768555)* (8679,6.751901626586914) (2066,6.714038848876953) (66,6.686479568481445) (2673,6.67066764831543)
899: (15,1.1345455646514893) (81,1.023236632347107) (11,1.006500482559204) (48,1.000144600868225) (875,0.9763330221176147)* (9,0.9588450193405151) (167,0.8785423636436462) (67,0.863057553768158) (186,0.8573165535926819) (88,0.8552892208099365) (136,0.8482332229614258) (95,0.8369342088699341) (1187,0.8325809836387634) (89,0.8150054812431335)* (71,0.8081114888191223) (512,0.8063199520111084) (707,0.8056721091270447) (168,0.8056507110595703) (670,0.8019087314605713) (130,0.8000209927558899)
902: (1553,9.039579391479492) (1126,8.865026473999023)* (1224,8.442090034484863) (575,8.276786804199219) (619,8.256047248840332)* (182,8.185741424560547) (559,8.012285232543945) (660,7.7178635597229)* (1103,7.604311943054199) (913,7.590526103973389)* (528,7.585057258605957) (3216,7.518556118011475) (2020,7.356733322143555)* (124,7.353103160858154) (1569,7.233280181884766) (116,7.059044361114502)* (1100,7.012693405151367) (99,6.82781982421875)* (337,6.820783615112305)* (932,6.7971367835998535)*
903: (15,7.553489685058594)* (1626,7.347146511077881)* (6703,7.2814226150512695) (459,7.169471740722656)* (9309,7.0686774253845215) (4,6.987821102142334) (159,6.63961124420166) (697,6.558438777923584) (368,6.538448333740234) (1190,6.530850887298584) (832,6.435948371887207) (215,6.326162815093994)* (1192,6.277015686035156) (240,6.165069580078125) (3145,6.126473903656006) (3993,6.109695911407471) (898,5.9296770095825195) (276,5.922774314880371) (1273,5.877161026000977) (2868,5.697268486022949)
904: (0,1.157376766204834) (81,0.8310660123825073) (5319,0.7754853963851929) (3100,0.7319484949111938) (721,0.7299398183822632) (3228,0.7018752098083496) (5314,0.6998181343078613) (4738,0.678924560546875) (3034,0.6750266551971436) (2821,0.6708410382270813) (3139,0.6610982418060303) (746,0.6592164039611816)* (3033,0.6405133605003357) (2605,0.6347790360450745) (5217,0.629964292049408) (5425,0.6248002052307129) (3153,0.6246728897094727) (130,0.6224483251571655)* (2615,0.6211880445480347) (3236,0.6177510619163513)
905: (3,2.7423324584960938) (848,2.7388815879821777) (189,2.679544448852539) (54,2.6397087574005127) (224,2.521498680114746) (263,2.376187324523926) (240,2.3669273853302) (15098,2.3636574745178223) (1831,2.3217601776123047) (827,2.303257465362549) (354,2.2597129344940186) (13,2.2220640182495117) (368,2.1585121154785156) (2220,2.148050308227539)* (3708,2.1475768089294434) (274,2.1206202507019043) (1342,2.0825085639953613) (14,2.071852684020996) (51,2.0343494415283203) (1116,2.0269360542297363)
906: (539,7.5626020431518555)* (1063,7.03458833694458) (106,6.81644868850708) (1278,6.7765889167785645) (512,6.687094688415527)* (200,6.633285999298096)* (1055,6.611331939697266) (87,6.609559535980225)* (540,6.50466251373291) (265,6.420371055603027) (81,6.339585304260254) (404,6.222347259521484) (529,6.205500602722168) (493,6.197874069213867) (1126,6.19202995300293) (135,6.1820268630981445) (1221,6.1162109375) (73,6.076592445373535)* (125,6.017818927764893) (33,5.958887100219727)
907: (15,3.27820086479187) (4,2.4780030250549316) (48,2.280601739883423) (67,2.2057464122772217)* (159,2.1157495975494385) (168,2.044955015182495) (324,1.925497055053711) (215,1.8735466003417969) (107,1.8652244806289673) (674,1.8597780466079712) (366,1.8475697040557861) (2,1.8209526538848877) (11,1.8151745796203613) (101,1.7929151058197021) (0,1.7895755767822266) (113,1.7770235538482666) (170,1.7567678689956665) (9,1.7342424392700195) (54,1.66830313205719) (169,1.6613916158676147)
908: (949,11.205039978027344)* (6437,10.61242389678955)* (387,10.317383766174316)* (127,10.199851989746094)* (372,10.025615692138672)* (80,9.98099136352539)* (2,9.689754486083984) (10,9.595423698425293)* (2814,9.454334259033203)* (3780,9.2918119430542) (1284,9.102752685546875)* (2150,9.102084159851074)* (7876,9.033805847167969)* (946,9.03012466430664)* (571,9.020792007446289)* (4887,9.014875411987305)* (921,8.988007545471191) (3280,8.843053817749023)* (2971,8.807572364807129)* (90,8.798051834106445)*
909: (215,9.212757110595703)* (67,9.017507553100586) (113,8.444097518920898) (101,7.9422101974487305)* (35,7.929493427276611)* (81,7.854912757873535)* (262,7.6388020515441895)* (363,7.396085262298584) (162,7.254404067993164) (63,7.237579822540283) (18,7.186428070068359)* (139,7.150769233703613) (14,7.056826591491699)* (300,6.944328308105469) (665,6.865200042724609) (16,6.703329086303711) (174,6.693631172180176) (670,6.657547473907471) (129,6.578383445739746) (721,6.566118240356445)
911: (0,1.6591790914535522) (2,1.2464786767959595)* (5,0.8307496905326843)* (701,0.7801090478897095)* (59,0.7705790400505066)* (6,0.7457350492477417)* (1183,0.6893247365951538)* (51,0.6491081714630127)* (4,0.6320255398750305)* (8,0.6106835007667542) (161,0.5702626705169678) (203,0.5613682866096497) (34,0.5559500455856323) (205,0.5532504320144653) (112,0.5487500429153442)* (344,0.5330713987350464) (1279,0.5195559859275818) (716,0.5172226428985596)* (176,0.5106211304664612) (23,0.5094907879829407)
912: (2131,7.469778060913086) (559,7.062280178070068) (15,6.435649871826172) (539,6.312148094177246) (658,6.193754196166992) (2114,5.677728652954102) (1095,5.672858715057373) (136,5.635397911071777) (2814,5.603346347808838) (941,5.427892208099365) (164,5.401415824890137) (512,5.068679332733154) (628,5.067051887512207) (123,5.020334243774414) (1134,4.998424530029297) (153,4.969513416290283) (3266,4.9377031326293945) (20672,4.894124984741211) (1053,4.759632110595703) (104,4.728048801422119)*
913: (592,6.605587005615234)* (2069,6.458056926727295) (2779,6.410257816314697) (560,5.858803749084473) (2899,5.720369338989258) (3808,5.680042266845703) (147,5.418457508087158) (3346,5.3827996253967285)* (1116,5.338242530822754) (136,5.2993998527526855) (806,5.2687668800354) (1273,5.250014305114746) (3280,5.186537742614746) (166,5.095058917999268)* (707,4.994462966918945) (3347,4.99146842956543) (512,4.962965488433838) (2096,4.923140048980713) (1058,4.784204006195068) (575,4.742279529571533)
