userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,10.045759201049805)* (318,6.6315999031066895) (364,6.468421936035156) (593,6.187643051147461) (2987,5.692460536956787) (34,5.580101490020752) (2081,5.215635299682617) (1196,5.170337677001953) (1198,4.927821159362793) (1704,4.8776655197143555) (1022,4.738824844360352)* (589,4.708164691925049) (2085,4.643235206604004) (1225,4.5742950439453125) (2761,4.502077579498291) (3751,4.476326942443848) (2687,4.436985015869141) (2078,4.415338039398193) (2096,4.3592963218688965) (1210,4.35758113861084)
1836: (2289,8.68812370300293)* (593,8.085577011108398)* (1252,7.917423248291016)* (3006,7.246035575866699) (2391,7.175702095031738) (3210,7.005343437194824)* (1288,6.865349769592285)* (3543,6.618889808654785)* (1285,6.559637546539307) (1641,6.517573356628418) (3160,6.384400367736816)* (1885,6.372772693634033) (800,6.3676276206970215)* (3362,6.309926986694336)* (1258,6.257647514343262) (1500,6.151078701019287) (3911,6.02850341796875) (903,5.937146186828613) (562,5.843258857727051)* (2797,5.839590072631836)
1837: (589,4.181074619293213)* (3793,2.6283175945281982)* (908,2.4154491424560547) (1259,2.2668821811676025)* (2160,1.8654475212097168)* (593,1.8645081520080566)* (110,1.7940168380737305)* (1250,1.7543977499008179) (3481,1.7347688674926758) (2948,1.730692744255066) (2858,1.7041531801223755)* (480,1.6123778820037842)* (2291,1.5690102577209473) (1965,1.5218716859817505)* (3624,1.4548981189727783) (293,1.4390223026275635)* (1580,1.4103610515594482) (2455,1.318325400352478)* (2791,1.3028814792633057)* (3578,1.2895452976226807)
1838: (3793,6.777337074279785) (3753,5.157358169555664) (3578,4.681202411651611) (3408,4.532721519470215) (3798,4.309787750244141) (3624,4.301205158233643) (3948,4.220616340637207) (3755,3.7765049934387207) (3897,3.5328195095062256) (3916,3.4797186851501465) (3481,3.44807505607605) (3785,3.342494487762451) (3717,3.2298672199249268) (3409,3.032879114151001) (3513,2.9962263107299805) (3617,2.9760632514953613) (3484,2.890292167663574) (3298,2.8614461421966553) (3952,2.809788942337036) (589,2.745048999786377)
1839: (2571,7.498148441314697)* (110,7.274230003356934)* (733,6.852301597595215) (3793,6.812778472900391)* (2058,6.239245414733887) (1610,6.1797637939453125) (2858,6.10869836807251)* (3578,5.914699554443359)* (780,5.836177825927734) (2916,5.813019752502441) (593,5.7400593757629395) (3753,5.516404151916504) (1608,5.287046432495117) (6,5.187352180480957) (3555,5.044942855834961) (380,5.024949550628662) (165,4.993236541748047) (1617,4.946994781494141) (3256,4.879405975341797) (608,4.706172943115234)
1840: (589,7.495197296142578) (2571,5.604325294494629) (1200,5.393976211547852) (1240,5.331043720245361) (924,5.184386253356934) (1196,5.127856254577637) (750,4.699227333068848) (1199,4.553701400756836) (32,4.338253974914551) (1210,4.242090225219727) (2529,3.745680809020996) (3703,3.668456792831421) (2916,3.567974805831909) (858,3.4999327659606934) (480,3.3313262462615967) (3527,3.2761287689208984) (1580,3.265446662902832) (2288,3.098679542541504) (1253,3.089229106903076) (1301,3.0872819423675537)
1841: (2858,4.29332160949707)* (2396,2.645763635635376) (2599,2.6436657905578613) (223,2.3715436458587646)* (2762,2.370011329650879)* (1617,2.0367166996002197) (2959,2.0328118801116943)* (608,2.0162949562072754)* (2395,1.9937680959701538)* (2987,1.9493341445922852) (593,1.9086169004440308) (3176,1.8918057680130005)* (296,1.8260385990142822)* (3174,1.8192723989486694) (2706,1.8142123222351074)* (2355,1.808670997619629) (2692,1.7962956428527832) (2908,1.7480252981185913)* (318,1.7330824136734009)* (1,1.7243468761444092)*
1842: (2716,2.545647621154785) (913,2.1922354698181152) (2355,1.996889591217041)* (2683,1.986189842224121) (3175,1.694171667098999)* (3114,1.690772294998169)* (223,1.5907323360443115)* (2997,1.5815868377685547)* (588,1.5810632705688477)* (2700,1.518786907196045)* (1127,1.4845064878463745)* (2770,1.4328526258468628)* (1291,1.4328207969665527) (2706,1.3339896202087402)* (1,1.3221068382263184)* (2396,1.3204251527786255)* (1210,1.3032664060592651)* (1198,1.2882380485534668)* (2761,1.2872631549835205)* (2394,1.277879238128662)*
1843: (1193,6.53875732421875)* (858,6.315987586975098)* (2858,5.691305160522461) (1221,5.52620792388916) (111,5.473272800445557) (2791,5.341510772705078) (924,4.871214866638184) (3911,4.82423210144043) (1247,4.800141334533691) (1270,4.789074897766113) (1250,4.71903133392334) (1288,4.693121910095215) (2997,4.5066070556640625) (1234,4.4968390464782715) (1198,4.4766130447387695) (1294,4.471985340118408)* (1394,4.4569010734558105) (3471,4.371628761291504) (1276,4.35967493057251) (1225,4.246724605560303)
1844: (3481,5.078072547912598) (3948,4.947701930999756) (3408,4.563030242919922) (2858,4.368483543395996) (3911,4.2942070960998535) (3952,4.11480188369751) (3893,3.9461636543273926) (3510,3.888373851776123) (3578,3.696444511413574) (3160,3.5676159858703613) (3535,3.548020839691162) (2997,3.545820951461792) (3798,3.480635166168213) (3949,3.4635419845581055) (3753,3.339617967605591) (1193,3.2410216331481934) (3755,3.1240766048431396) (3751,3.0973217487335205) (3863,3.0447564125061035) (3555,3.010948896408081)
1845: (562,5.4519429206848145) (778,5.400627136230469) (1249,5.364126205444336)* (296,5.298586845397949)* (1885,5.1848368644714355) (1089,5.045182228088379) (2395,4.993350505828857) (1635,4.906364440917969) (1213,4.8518147468566895) (265,4.605020523071289) (2692,4.6028242111206055) (3083,4.4603776931762695) (247,4.457508563995361)* (58,4.423463821411133) (3418,4.391482353210449) (50,4.373793601989746) (25,4.368762969970703) (1729,4.322900295257568) (162,4.304048538208008) (246,4.283572196960449)
1846: (589,6.502030372619629) (593,6.053710460662842) (608,5.785811901092529) (541,5.352520942687988) (50,5.258080005645752) (296,5.228060722351074)* (1259,5.140844821929932) (2987,5.036618709564209)* (1200,4.973946571350098) (260,4.836032867431641) (2028,4.7914838790893555) (2064,4.582539081573486)* (1,4.569890022277832) (2997,4.518062114715576) (1288,4.509448051452637) (858,4.506843566894531) (1197,4.484944820404053) (318,4.291172504425049)* (1222,4.219973564147949)* (1214,4.2044854164123535)
1847: (1213,7.262089729309082) (593,6.397891044616699) (296,6.30162239074707)* (318,5.115142822265625)* (1041,5.067596435546875)* (2997,4.986800670623779) (1089,4.799609661102295) (1358,4.786044597625732) (50,4.6099677085876465) (2028,4.581718444824219) (3160,4.5424275398254395)* (246,4.193418502807617) (2391,4.014525413513184) (2599,3.996081829071045) (2692,3.8678717613220215) (1594,3.830211877822876) (162,3.823190212249756) (1704,3.823129653930664) (1912,3.7865540981292725) (3897,3.696310043334961)
1848: (589,5.8319926261901855) (2997,5.770155906677246) (110,5.354230880737305) (480,4.997132301330566) (1249,4.7476911544799805) (3481,4.632721424102783) (1580,4.117094993591309) (3897,4.079606533050537) (2160,4.042888641357422) (608,3.735200881958008) (551,3.5249836444854736) (1248,3.3192391395568848) (524,3.2103219032287598) (3578,3.192371368408203) (2028,3.19026780128479) (296,3.176102638244629) (1193,3.095841884613037) (1965,3.038062810897827) (593,3.0050032138824463) (1035,2.9744467735290527)*
1849: (2571,3.542872428894043)* (480,3.2268667221069336) (1240,2.8150715827941895) (1580,2.809580087661743)* (110,2.786968946456909)* (2916,2.5672054290771484) (457,2.4735164642333984)* (260,2.463684320449829) (1214,2.314295530319214) (1249,2.3110029697418213) (1200,2.300039291381836) (1196,2.247093677520752) (2028,2.1976962089538574)* (1210,2.1876440048217773) (1,2.1677186489105225) (1610,2.057173252105713) (593,1.911668300628662)* (1259,1.8683441877365112) (541,1.8432464599609375) (1036,1.8256893157958984)
1850: (589,11.915656089782715)* (2987,9.842951774597168) (480,6.82105827331543)* (110,6.604901313781738)* (594,5.921199798583984) (2085,5.759343147277832) (1210,5.651193141937256)* (1022,5.649901390075684) (3175,5.571890830993652) (661,5.56463623046875) (1148,5.443604946136475) (2096,5.353405952453613) (1240,5.351525783538818) (3578,5.319754600524902) (2078,5.3117547035217285) (745,5.19600772857666) (3753,5.1173176765441895) (2394,5.079378128051758)* (2628,5.011821269989014) (2087,4.819179058074951)
1851: (593,8.30345344543457) (589,8.054283142089844) (2028,7.5434136390686035)* (3793,6.919701099395752) (50,6.881086349487305) (1213,6.3929362297058105) (1193,6.3039374351501465) (1259,6.193854331970215) (480,5.856643199920654) (2692,5.40273904800415) (32,5.383084297180176) (924,5.369541645050049)* (1214,5.359585285186768)* (750,5.336976051330566) (3481,5.300027847290039) (1200,5.042506217956543)* (1704,4.776643753051758) (3006,4.655373573303223) (1270,4.604808330535889) (2396,4.534499168395996)
1852: (541,8.357486724853516) (3793,8.188148498535156) (1240,7.190357208251953) (1206,6.721536636352539)* (3471,6.629426002502441) (1210,5.666082382202148) (2916,5.411319732666016) (1748,5.3826727867126465) (1527,5.339861869812012) (3702,5.275135517120361)* (1270,5.179434776306152) (1253,5.110812664031982) (1097,5.093412399291992) (2968,5.052487373352051) (2021,4.944642543792725) (1374,4.934288024902344) (3703,4.88922643661499) (3527,4.8673906326293945) (1301,4.768288612365723) (2529,4.761641502380371)
1853: (1136,8.040027618408203) (1394,8.026440620422363)* (1923,7.863662242889404) (2599,7.643938064575195)* (1307,7.588562965393066) (3114,7.549493789672852) (1641,7.490328788757324)* (3421,7.417873382568359)* (1517,7.414200782775879) (1270,7.146280765533447) (3253,6.986696243286133) (2321,6.873481750488281) (1784,6.863472938537598) (2302,6.758502960205078) (2716,6.719344615936279) (588,6.663802146911621) (1230,6.560264587402344) (1288,6.557767391204834) (3361,6.397103309631348) (357,6.343966484069824)
1854: (2858,8.632506370544434)* (2762,8.403566360473633) (2997,7.687091827392578) (1,6.981241703033447) (2683,6.095074653625488) (296,5.952219009399414) (1197,5.899657249450684) (858,5.894288063049316)* (589,5.655312538146973) (1198,5.615172386169434)* (2716,5.518332481384277)* (50,5.477060317993164)* (2599,5.418835639953613) (1210,5.363277435302734) (3793,5.317222595214844) (2959,5.258707046508789) (110,5.193582534790039) (1704,5.02465295791626) (1270,4.732733726501465) (2692,4.588028430938721)
1855: (589,7.606833457946777) (2028,7.011322975158691)* (2571,6.333349704742432) (1610,5.925492286682129) (1617,5.3812947273254395) (318,5.121097087860107)* (648,5.022134304046631) (50,4.96717643737793) (1198,4.799979209899902) (858,4.7958292961120605) (2762,4.67148494720459) (2997,4.665048599243164) (260,4.630849838256836)* (1580,4.621068000793457)* (1210,4.586902141571045)* (3578,4.578318119049072)* (2058,4.570600509643555) (1213,4.525649070739746) (3256,4.513633728027344) (474,4.4149932861328125)
1856: (1356,9.970297813415527) (2571,9.456392288208008)* (3471,8.962228775024414)* (480,8.937763214111328)* (2662,8.781533241271973)* (1127,8.175498962402344) (2455,8.116108894348145)* (3702,8.102211952209473)* (2664,8.097885131835938)* (1371,7.959846496582031)* (2311,7.6754608154296875) (260,7.648909568786621)* (2628,7.563658237457275) (2288,7.545734405517578) (1748,7.219829082489014)* (1909,7.185837268829346) (2968,7.033026218414307) (2985,6.947420120239258) (610,6.673253059387207) (1077,6.408509254455566)
1857: (2987,7.463652610778809) (595,6.832198143005371) (3114,6.246346473693848)* (364,5.939623832702637)* (2355,5.828158378601074) (594,5.273632526397705) (260,5.107378005981445) (3793,5.048011302947998) (1022,4.869354248046875) (2078,4.693716526031494) (2081,4.681683540344238) (3751,4.649312973022461) (457,4.643002510070801) (1196,4.584319114685059) (2096,4.537405014038086) (2085,4.509973526000977) (2687,4.485630989074707) (1148,4.4698333740234375) (1028,4.386001110076904) (2087,4.325223445892334)
1858: (2987,9.700047492980957) (589,7.999817371368408) (1097,6.715066909790039) (1210,6.362220764160156) (594,6.338181495666504) (1259,6.230021953582764) (3793,5.406464099884033) (2080,5.404046058654785) (2571,5.338496208190918)* (1907,5.30259370803833)* (1028,5.264318466186523) (2762,4.945415496826172)* (1270,4.916868209838867) (1029,4.887376308441162) (1240,4.855764389038086) (2028,4.838244915008545) (661,4.81746768951416) (2628,4.7356767654418945) (3578,4.716593265533447)* (2085,4.713517189025879)
1859: (318,5.85610294342041) (527,5.450941562652588) (1193,5.17547607421875) (1198,5.112784385681152) (858,5.0559186935424805) (608,5.010064125061035) (2028,4.875533103942871) (2858,4.831451416015625)* (541,4.715843200683594)* (1210,4.545104503631592)* (1225,4.485334873199463) (2762,4.433011054992676) (296,4.298305511474609) (1221,4.198783874511719) (912,4.10052490234375)* (2571,4.03272819519043) (1270,4.017172336578369) (1197,3.993582010269165) (589,3.92989444732666) (3471,3.925731658935547)
1860: (2858,8.119396209716797) (457,7.67061185836792)* (1610,7.268473148345947)* (318,6.710012435913086) (1200,6.610213279724121) (2628,6.407092094421387) (1374,6.393658638000488) (1259,6.354833602905273) (1193,5.993256092071533) (1036,5.900600433349609)* (296,5.841770172119141)* (50,5.764486789703369) (1097,5.749372482299805)* (1265,5.732857704162598) (1387,5.7176713943481445) (3793,5.693997859954834) (1262,5.680159568786621)* (1408,5.3782854080200195)* (3471,5.140422821044922)* (2944,5.014937400817871)
1861: (1250,7.367703437805176) (1265,7.069517135620117) (260,6.937436103820801)* (1,6.352459907531738) (457,6.0556793212890625)* (1097,5.904818058013916)* (3471,5.842820167541504)* (3006,5.754883289337158) (1036,5.742133140563965) (1307,5.713550567626953) (527,5.693853855133057) (541,5.649475574493408)* (608,5.62110710144043)* (356,5.601040363311768)* (1387,5.483990669250488) (2000,5.477860927581787) (1674,5.399282455444336) (912,5.371495723724365) (480,5.194432258605957) (908,5.177961349487305)*
1862: (3408,6.144481182098389) (2396,5.711189270019531)* (3578,5.069210529327393) (3114,5.06889009475708) (2599,5.027792453765869) (2355,4.965376853942871)* (3948,4.827060222625732) (3793,4.732156753540039) (3160,4.620224952697754) (3510,4.245280742645264) (2395,4.114574432373047) (3624,4.111114025115967) (3753,4.017767906188965) (2716,3.902236223220825) (2706,3.8922476768493652) (3176,3.8885459899902344) (3798,3.847825527191162) (2683,3.804232597351074) (908,3.7732009887695312) (1230,3.7104012966156006)
1863: (858,9.038990020751953)* (923,8.760470390319824)* (608,8.058893203735352) (1252,7.931462287902832)* (1221,7.758116722106934)* (1207,7.730839729309082) (318,7.432172775268555) (1247,7.367344379425049) (296,7.103237152099609)* (1248,6.836248397827148) (1945,6.258171081542969) (2028,6.162480354309082) (3435,6.102928161621094) (903,6.049438953399658)* (1267,5.966876029968262) (260,5.934547424316406) (2804,5.517439365386963) (3468,5.460644245147705) (246,5.3978166580200195) (1204,5.3916015625)*
1864: (3897,3.252565860748291) (3510,2.739084243774414) (3481,2.579697608947754) (3798,2.528515338897705) (3753,2.510904550552368) (3408,2.4016900062561035) (3911,2.3942880630493164)* (3751,2.363110303878784) (3555,2.3066153526306152) (3624,2.281106948852539) (3916,2.208820104598999) (3893,2.178281784057617)* (3578,2.156099557876587) (3952,2.0471091270446777) (3755,1.8571139574050903) (2791,1.7861394882202148) (3785,1.7754077911376953) (3536,1.7677010297775269) (3317,1.686083436012268) (3512,1.6545418500900269)
1865: (589,4.181074619293213) (3793,2.6283178329467773)* (908,2.4154491424560547) (1259,2.2668824195861816) (2160,1.8654476404190063) (593,1.8645083904266357)* (110,1.7940168380737305) (1250,1.7543978691101074) (3481,1.7347688674926758) (2948,1.7306931018829346) (2858,1.704153299331665)* (480,1.6123781204223633) (2291,1.5690103769302368) (1965,1.52187180519104) (3624,1.4548981189727783) (293,1.4390223026275635) (1580,1.4103610515594482) (2455,1.318325400352478) (2791,1.3028814792633057) (3578,1.2895454168319702)
1866: (1,8.974215507507324)* (589,8.942144393920898)* (2858,8.71660327911377)* (1265,7.353026390075684) (1270,7.349053382873535)* (1923,7.058358669281006)* (2396,6.597855567932129) (260,6.4019646644592285)* (2028,6.265768527984619) (480,5.966297149658203) (2355,5.941514015197754) (858,5.808760643005371) (588,5.624339580535889) (1036,5.468557357788086) (3421,5.237548828125) (1259,5.2355523109436035) (1610,5.233837604522705) (1617,5.215939521789551) (3578,5.209120750427246) (2599,5.149098873138428)
1867: (2791,2.795562267303467) (589,2.703174114227295) (2858,2.651244640350342) (480,2.366335868835449) (110,2.355085849761963) (908,2.3456616401672363) (1197,2.0711851119995117) (1968,2.0674407482147217) (2804,2.041818618774414) (2918,1.969834566116333) (1961,1.9519190788269043) (1249,1.9044344425201416) (1198,1.795921802520752) (1196,1.7695505619049072) (608,1.769068717956543)* (1580,1.754938006401062) (593,1.7432719469070435) (1307,1.7087018489837646) (1394,1.7050433158874512) (2291,1.6448712348937988)
1868: (2987,7.1733198165893555) (1252,5.941829681396484) (3681,5.7011613845825195) (1248,5.502841949462891) (3334,5.327486991882324) (904,5.170037269592285)* (3508,5.123950481414795) (1262,5.019205093383789) (1254,4.945867538452148) (1250,4.945428848266602) (599,4.847756862640381) (908,4.841826915740967) (1267,4.801257133483887) (2944,4.748554229736328) (3074,4.48029899597168) (3365,4.434660911560059)* (942,4.3871660232543945) (2948,4.382806777954102) (3654,4.335824012756348) (2186,4.321591377258301)
1869: (912,5.006645202636719) (1193,4.8503217697143555)* (858,4.551399230957031) (527,4.389047145843506) (1247,4.237595558166504) (318,4.1678056716918945) (750,4.16758918762207) (260,3.9384427070617676)* (924,3.929091453552246) (908,3.928011178970337) (1207,3.9248054027557373)* (608,3.898388385772705) (593,3.8531064987182617) (919,3.8354439735412598) (2396,3.810275077819824) (1252,3.7892019748687744) (1136,3.675863742828369) (920,3.5557730197906494) (923,3.5382673740386963) (1196,3.3450891971588135)
