userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
17: (1584,13.81236457824707)* (541,10.820528984069824)* (1396,10.757814407348633) (3702,8.367671966552734) (1676,7.85729455947876) (2393,7.728440284729004) (1200,7.721454620361328)* (1215,7.41254997253418)* (2664,7.385313510894775)* (1372,6.983087539672852) (2968,6.339369773864746) (29,5.9196672439575195) (2628,5.819570541381836) (2009,5.5641889572143555) (2094,5.374697685241699) (3697,5.254743576049805) (3623,5.250040054321289) (3751,5.250040054321289)* (1307,5.250040054321289) (1358,5.250040054321289)*
2730: (260,4.6090312004089355)* (2858,4.370598316192627) (1196,4.314739227294922)* (1214,3.8776369094848633)* (1240,3.817974090576172)* (2791,3.702995538711548) (110,3.692075490951538) (1259,3.5006537437438965) (2716,3.4671919345855713)* (1097,3.4534945487976074) (2028,3.4427490234375) (480,3.4066126346588135)* (527,3.0149755477905273) (32,2.996553421020508) (2997,2.9032034873962402) (1617,2.787564754486084) (2918,2.7354564666748047) (2700,2.7086734771728516) (2916,2.645404815673828) (1090,2.6338908672332764)
2731: (2918,5.651446342468262)* (2791,5.415745735168457)* (3552,5.333930015563965)* (1097,5.065845966339111)* (1394,5.061424732208252) (2915,4.547781944274902) (1220,4.5403852462768555) (3671,4.477121353149414) (1136,4.377627849578857) (1231,4.355942726135254)* (1674,4.327729225158691)* (2194,4.248015403747559) (1200,4.242849349975586)* (1234,4.217430114746094) (1213,4.128908157348633) (1214,4.114925861358643) (1294,4.004398822784424)* (2795,3.988502025604248)* (527,3.9544689655303955) (541,3.9246277809143066)*
2737: (265,4.775808334350586) (1885,4.585328102111816) (2599,4.56107234954834) (2336,4.340907573699951)* (39,4.2531046867370605) (2997,4.169602870941162)* (337,4.124942302703857)* (2324,4.013864517211914) (1449,3.9065544605255127)* (994,3.84879207611084) (58,3.8261260986328125) (2291,3.781960964202881)* (3060,3.772850513458252) (2333,3.771864414215088) (141,3.741093397140503) (3255,3.6883745193481445)* (1188,3.6130855083465576)* (597,3.5818734169006348) (125,3.5482280254364014) (3260,3.5386581420898438)
2747: (2997,5.529430389404297)* (2858,5.129111289978027)* (2396,4.762910842895508) (745,4.484275817871094) (3114,4.309447288513184) (34,4.129784107208252) (1265,4.090705871582031)* (1394,3.5452628135681152) (2289,3.4541945457458496) (1136,3.4082701206207275)* (588,3.3953678607940674)* (1923,3.3876821994781494)* (2692,3.303640842437744) (1079,3.2947192192077637)* (1517,3.260073661804199)* (1188,3.1916098594665527) (2791,3.1149964332580566) (3253,3.1062278747558594) (3897,3.0064992904663086) (2502,3.004533290863037)
2756: (780,4.256376266479492) (2628,4.250568389892578) (2916,4.127474308013916) (3793,3.9292256832122803) (3114,3.9118380546569824) (1376,3.893028736114502)* (2028,3.8217525482177734)* (110,3.7953226566314697)* (1527,3.724792957305908)* (1220,3.6944727897644043)* (316,3.572566032409668)* (2791,3.3216710090637207) (592,3.2185072898864746)* (588,3.1832425594329834) (2396,3.1287267208099365) (2987,3.1276514530181885) (2393,3.0439798831939697) (3256,3.040492534637451) (377,3.026266098022461) (349,2.9780006408691406)
2757: (1617,4.438352108001709) (908,4.238998889923096)* (1221,4.027419090270996) (1244,3.923964023590088) (1213,3.839442253112793) (913,3.5595788955688477) (923,3.496894598007202) (2599,3.3306751251220703)* (912,3.2936089038848877)* (1284,3.2577595710754395) (1228,3.160069704055786) (527,3.156791925430298) (2908,3.071659803390503) (2289,3.0643582344055176) (3362,3.0414061546325684) (1233,3.0353713035583496) (2028,2.9653279781341553) (1212,2.96388840675354) (3006,2.837317943572998) (1288,2.8318722248077393)*
2765: (110,4.652088165283203)* (1240,4.028176307678223)* (2948,3.747953414916992) (2791,3.736020565032959) (1234,3.5740034580230713)* (1294,3.317554473876953) (1374,3.25559663772583) (1136,3.226600170135498) (3363,3.102311849594116)* (1200,3.072439670562744) (1265,3.0667152404785156) (2716,3.038501024246216)* (3578,3.0311050415039062) (1230,2.9920854568481445) (1259,2.9851322174072266) (3256,2.968463897705078) (349,2.9430487155914307) (2194,2.9415533542633057) (3104,2.9069385528564453) (21,2.870239496231079)
2768: (2028,4.061439514160156) (2571,3.954806089401245) (260,3.8966774940490723) (527,3.4737753868103027) (2858,3.2568023204803467) (1214,3.230649948120117) (1213,3.2159197330474854)* (608,3.2044472694396973) (1259,3.1297569274902344) (1221,3.048485040664673) (1089,2.9454421997070312) (2000,2.9167966842651367) (2194,2.818014144897461) (2716,2.7094168663024902)* (1097,2.705598831176758)* (541,2.6737961769104004)* (3578,2.6630539894104004) (3147,2.6184144020080566) (1961,2.5302979946136475) (2916,2.461677074432373)
2769: (260,3.758737087249756)* (1028,3.739312171936035) (899,3.7234978675842285) (920,3.3098013401031494) (1035,3.084663152694702) (969,3.061129331588745) (2081,3.0598530769348145) (1270,3.0023934841156006) (2396,2.9639382362365723) (3114,2.9609062671661377) (2762,2.9582266807556152) (1198,2.885371208190918) (1,2.8470942974090576) (1097,2.83969783782959) (364,2.8196463584899902) (588,2.795016288757324)* (1207,2.7648720741271973) (913,2.5858678817749023) (2987,2.572490930557251) (953,2.559299945831299)*
2776: (2268,5.502768516540527)* (1923,4.928921699523926)* (3552,4.901044845581055) (1721,4.710041046142578) (47,4.401473045349121) (597,4.245481491088867)* (16,4.219852447509766) (2795,4.187986850738525) (104,4.146893501281738)* (2302,4.131263732910156) (3450,4.103091239929199) (11,4.011788368225098) (3255,3.9991343021392822) (2144,3.9205026626586914) (2000,3.9070918560028076) (1089,3.887632131576538) (2371,3.856672763824463)* (3591,3.7673733234405518)* (1257,3.74984073638916)* (3526,3.720221519470215)*
2786: (1213,5.1970014572143555)* (527,4.990952968597412) (1704,4.265531063079834)* (1270,4.1337738037109375) (1200,4.034032821655273) (908,3.9708058834075928)* (1214,3.945371389389038) (1225,3.8673667907714844) (6,3.674065351486206)* (3147,3.509799003601074) (912,3.4776477813720703) (3006,3.3953354358673096)* (3552,3.381237030029297) (474,3.3698582649230957)* (1953,3.3376922607421875) (3897,3.3288307189941406)* (1,3.318699598312378) (2324,3.2559049129486084) (1912,3.220244884490967) (590,3.1877126693725586)
2799: (2858,3.6425728797912598) (2396,3.017760753631592) (34,2.9384422302246094) (1223,2.6321816444396973)* (2762,2.5673160552978516) (2028,2.350870132446289) (2599,2.301419496536255) (2716,2.203472137451172) (608,2.1640193462371826) (2324,2.135958433151245) (1270,2.1114144325256348) (2700,2.0775556564331055) (1923,2.0365610122680664) (260,1.9972059726715088) (588,1.9770786762237549) (3481,1.939316749572754) (720,1.8976712226867676) (1288,1.8612947463989258) (2918,1.8592002391815186) (2761,1.846624732017517)
2809: (2791,4.140358924865723) (2858,3.9684290885925293) (1394,3.8495869636535645) (1079,3.6158359050750732) (1097,3.594045877456665) (2797,3.5643296241760254) (2997,3.4897923469543457) (1198,3.38519549369812)* (1259,3.3723793029785156)* (1288,3.2955331802368164) (1265,3.2186331748962402)* (3039,3.1205320358276367) (2762,2.953122854232788)* (3114,2.873948574066162) (1923,2.866760492324829) (296,2.827209949493408) (1240,2.825723886489868)* (1213,2.737851619720459) (2174,2.6685423851013184) (2064,2.6281120777130127)
2831: (527,3.2207279205322266) (2396,3.0157690048217773) (2997,2.6374878883361816) (480,2.5846524238586426) (296,2.4889297485351562) (1265,2.45100998878479) (34,2.43300724029541) (260,2.3211495876312256) (3147,2.2666759490966797) (1704,2.2661986351013184)* (1213,2.2358741760253906)* (3408,2.2257840633392334) (1617,2.181180715560913) (2716,2.1543354988098145) (1198,2.132838726043701) (1784,2.1324779987335205) (3753,2.1214280128479004) (457,2.0768308639526367) (1270,2.061410903930664)* (2706,2.027966260910034)
2847: (2706,4.236413955688477) (2028,4.098664283752441) (2571,3.9763474464416504) (3578,3.925105094909668) (110,3.924225091934204) (1136,3.905977487564087) (527,3.8283863067626953) (1265,3.6801512241363525) (1704,3.669847011566162)* (1060,3.489499092102051) (2599,3.435784339904785) (3793,3.3901009559631348) (2502,3.2746596336364746) (1,3.2234058380126953) (2692,3.197108745574951) (1259,3.155359983444214) (608,3.0843091011047363) (2791,3.039375066757202) (3114,2.996469736099243) (919,2.8584325313568115)*
2849: (1244,4.926389217376709)* (2858,4.842774391174316)* (905,4.7697649002075195)* (3363,4.341065883636475)* (1148,4.3229546546936035) (3671,4.186322212219238) (1238,4.114274978637695)* (908,4.11273193359375) (916,4.014394283294678) (745,3.962754964828491) (1188,3.9540438652038574) (1284,3.909438371658325) (2918,3.773174285888672) (1172,3.7137763500213623)* (913,3.645864486694336) (1223,3.6063179969787598) (969,3.5526561737060547)* (1276,3.5325798988342285)* (909,3.495296001434326)* (2248,3.4786791801452637)*
2852: (1407,4.797646522521973)* (70,4.4572367668151855) (2459,4.174576759338379)* (2454,4.106203556060791) (1200,3.9516372680664062) (3081,3.872434377670288) (1970,3.81831693649292) (3300,3.8081626892089844)* (3499,3.802274703979492)* (2617,3.791356086730957) (1321,3.7827327251434326) (1258,3.757777214050293)* (1690,3.7178831100463867) (1206,3.6919164657592773) (253,3.605119228363037) (1994,3.5473544597625732) (1334,3.525268077850342) (1356,3.5091967582702637) (366,3.4593873023986816) (1342,3.421156167984009)
2872: (3006,4.598895072937012) (1060,4.492067813873291)* (2700,4.48347282409668)* (1704,4.235305309295654)* (2329,4.181039810180664) (1095,4.035643577575684)* (2333,3.9867286682128906) (1729,3.970425605773926)* (32,3.9623286724090576)* (2336,3.955141544342041)* (1449,3.9407336711883545) (2762,3.92263126373291)* (527,3.8967599868774414)* (1041,3.891404151916504) (1719,3.8067121505737305)* (1193,3.6858460903167725) (2291,3.6779637336730957) (39,3.6372063159942627)* (2542,3.5820915699005127) (1394,3.4979419708251953)*
2873: (595,5.769680500030518)* (480,3.9425570964813232)* (1947,3.6663105487823486)* (2687,3.6575214862823486) (2096,3.6446053981781006)* (1569,3.582150459289551) (3578,3.5340089797973633) (2724,3.4474968910217285) (1035,3.3825767040252686)* (899,3.377816677093506) (587,3.3169283866882324) (11,3.3036885261535645) (150,3.2898197174072266) (1566,3.288858652114868) (2628,3.2869534492492676) (497,3.2042016983032227) (2761,3.1907947063446045) (2987,3.146334409713745) (2324,3.081435203552246) (2565,3.0267720222473145)
2874: (908,3.242119312286377) (1230,3.1742331981658936) (1252,3.0992980003356934) (745,3.005878210067749)* (912,2.9794530868530273) (2997,2.9141149520874023)* (2858,2.9067554473876953) (1284,2.854996681213379) (1223,2.728814125061035) (1267,2.6546263694763184) (1248,2.580925941467285) (608,2.5220627784729004) (1288,2.476834535598755) (2396,2.463155746459961) (1244,2.431272506713867) (1617,2.408541202545166)* (1204,2.3567919731140137) (905,2.3477869033813477) (930,2.3040037155151367) (969,2.279381275177002)
2876: (1527,4.524245262145996)* (3793,4.506767272949219) (3624,4.449297904968262)* (1215,4.426949977874756)* (733,4.115462779998779)* (1573,3.9420275688171387) (6,3.7962679862976074)* (480,3.795383930206299) (2278,3.7490885257720947) (1200,3.7471351623535156) (165,3.6816787719726562) (1148,3.5808420181274414)* (648,3.5644726753234863) (2353,3.5527491569519043) (10,3.517641305923462) (1198,3.507739543914795)* (1912,3.410997152328491) (474,3.363129138946533)* (1676,3.338270664215088)* (377,3.2800402641296387)
2887: (733,6.100473403930664) (349,5.572131156921387) (457,5.563405990600586)* (3256,5.3402557373046875) (2028,5.151141166687012)* (3753,4.946869850158691)* (2628,4.8726091384887695)* (377,4.798556804656982) (2268,4.580514907836914)* (2000,4.486123085021973)* (2002,4.398995399475098) (1573,4.389703750610352) (150,4.303365707397461)* (590,4.258986949920654) (1101,4.23213005065918)* (2706,4.209873676300049) (364,4.205770492553711) (161,4.201208591461182) (1918,4.154062747955322) (1597,4.012950897216797)
2888: (2355,4.559357643127441) (588,4.320550918579102) (2571,4.31080436706543) (1215,3.7641401290893555) (1,3.755500316619873) (3081,3.704972267150879) (2078,3.6954336166381836)* (595,3.6887149810791016) (296,3.6745452880859375) (2710,3.585944175720215) (480,3.573490858078003) (2762,3.566020965576172) (2139,3.4332637786865234) (2080,3.3876192569732666)* (253,3.331557512283325) (1270,3.320678234100342) (1222,3.267197608947754)* (1645,3.2362992763519287) (1220,3.183626651763916)* (3114,3.1797516345977783)
2896: (2706,5.241481781005859) (480,4.566250801086426)* (457,4.145856857299805)* (1552,3.9645848274230957) (2353,3.9005749225616455) (377,3.8854799270629883)* (3793,3.7940335273742676) (349,3.6854982376098633) (2763,3.6725993156433105) (2572,3.629124402999878) (3082,3.627520799636841)* (2541,3.570199966430664) (3510,3.552288055419922) (2688,3.549689292907715) (2724,3.524691581726074) (1479,3.4137825965881348) (3617,3.3769755363464355) (3785,3.304190158843994) (316,3.284219264984131) (588,3.2123289108276367)
2901: (1617,4.337751388549805) (1213,4.05238676071167) (608,3.992034912109375) (541,3.9273109436035156) (457,3.9150023460388184) (1953,3.7859630584716797) (1234,3.647329330444336)* (296,3.6308836936950684) (2194,3.4541053771972656) (908,3.451901435852051) (1276,3.44219970703125) (1294,3.442044258117676) (111,3.3801112174987793) (1270,3.353280544281006) (6,3.3249714374542236) (1198,3.305804967880249) (1233,3.2746024131774902)* (2028,3.258030652999878)* (1201,3.2543020248413086) (3671,3.2408595085144043)*
2905: (1097,4.0529375076293945) (1198,3.7670397758483887) (595,3.479985237121582)* (480,3.4397714138031006) (1265,3.4178380966186523) (2762,3.403254508972168) (919,3.047098159790039) (1136,3.0291829109191895) (457,2.877270221710205) (1148,2.852738380432129) (1036,2.812718152999878) (1584,2.811917781829834) (541,2.7846333980560303) (2028,2.75529408454895) (1079,2.7528438568115234) (1214,2.745065689086914)* (2987,2.7322802543640137) (2858,2.628648281097412) (3793,2.571193218231201) (110,2.4889278411865234)
2917: (111,3.3498787879943848) (1617,3.297854423522949) (1213,3.24841046333313) (1221,3.216677665710449) (2858,2.940769672393799) (1193,2.908233404159546) (912,2.8229942321777344) (3683,2.7671871185302734) (1284,2.7582266330718994) (922,2.6930055618286133) (1089,2.66750431060791) (913,2.658818483352661) (541,2.6326100826263428)* (903,2.62239408493042)* (1212,2.58573055267334) (2019,2.566542625427246) (2997,2.51644229888916) (1148,2.4698264598846436)* (1207,2.421609878540039) (1288,2.381737232208252)
2918: (2692,5.307212829589844) (32,5.010335922241211)* (1673,4.8275909423828125)* (2908,4.48307991027832) (1223,4.230246543884277)* (2571,4.139437198638916)* (1923,4.138942718505859) (2291,4.036150932312012) (1175,3.828788995742798) (2329,3.826611042022705) (1206,3.7655410766601562) (1885,3.678114891052246) (1500,3.5831680297851562)* (2712,3.565558671951294) (1912,3.563694953918457)* (3007,3.5511436462402344) (1635,3.538484573364258) (1,3.5238940715789795) (800,3.513234853744507)* (111,3.4499261379241943)
2929: (1214,5.8986101150512695)* (2858,4.861996650695801)* (1200,4.576475143432617)* (2455,4.559979438781738)* (32,4.22524356842041) (2028,4.171107769012451)* (1196,4.0477166175842285)* (1994,4.047039031982422)* (47,3.910552740097046)* (2710,3.8912158012390137)* (110,3.7232260704040527)* (1198,3.6899962425231934)* (1673,3.5152387619018555)* (1222,3.4821290969848633)* (1225,3.371772289276123)* (2791,3.368055820465088)* (778,3.3549952507019043) (253,3.3161816596984863) (1748,3.225264072418213) (2871,3.1088507175445557)
2939: (1196,4.790189266204834) (1198,4.345654010772705) (1270,3.934964179992676) (2762,3.7251226902008057)* (527,3.5863919258117676) (1,3.493852138519287)* (2997,3.40952205657959) (1214,3.3674728870391846) (2716,3.3340306282043457) (2791,2.91920804977417) (1265,2.868591785430908) (2987,2.860257863998413) (2918,2.8150277137756348) (1223,2.780649185180664) (1036,2.7285549640655518) (2355,2.6913037300109863) (1193,2.669365406036377) (32,2.6119446754455566) (457,2.6094908714294434)* (3481,2.6024861335754395)
2957: (527,4.425302505493164)* (260,3.7923102378845215)* (1213,3.671450614929199)* (608,3.496429204940796)* (1221,3.3980250358581543)* (3578,3.3067617416381836) (2571,3.2606754302978516) (2997,2.936265230178833) (3147,2.7267425060272217) (1240,2.7145724296569824) (1214,2.68759822845459) (1089,2.672234296798706) (1200,2.6377851963043213) (111,2.5120725631713867) (3006,2.4957613945007324) (541,2.455913543701172)* (2329,2.398630142211914) (1258,2.3051505088806152) (1036,2.2925233840942383) (47,2.29191255569458)
2976: (2716,3.715099811553955) (1215,3.3333873748779297) (1261,3.13596773147583) (1923,2.9992666244506836)* (3552,2.9920005798339844)* (3210,2.9748706817626953) (785,2.9457590579986572) (1206,2.9332737922668457) (1259,2.906066417694092)* (1079,2.8999619483947754) (1089,2.886063575744629) (1257,2.7722668647766113) (1258,2.75903582572937) (2502,2.7506515979766846) (541,2.7253236770629883) (1208,2.6842734813690186) (3253,2.6683969497680664) (1220,2.6653852462768555) (70,2.663761615753174) (1270,2.5677499771118164)
2985: (260,5.196105003356934)* (1356,3.7820425033569336)* (364,3.441930055618286) (1376,3.4320383071899414)* (1374,3.423469066619873)* (2987,3.2927324771881104) (1372,3.275301456451416)* (588,3.269702434539795) (919,3.1697168350219727)* (1967,3.052917003631592) (1200,3.032824993133545)* (2080,2.978949546813965) (2394,2.9474053382873535) (653,2.922158718109131) (2916,2.8765130043029785) (1028,2.8671422004699707) (2005,2.8525264263153076) (2,2.7629971504211426) (2115,2.7201175689697266) (733,2.6876020431518555)
2986: (1673,4.930058002471924) (3481,4.901303768157959)* (1183,4.569207191467285)* (1060,4.529064178466797) (1635,4.510106563568115)* (39,4.459803581237793) (2396,4.423268795013428)* (296,4.411704063415527)* (1704,4.349855422973633) (3911,4.251458644866943) (58,4.202728271484375) (36,4.199277877807617) (1680,4.159909725189209)* (800,4.114595890045166) (1466,4.026796817779541) (838,4.010356903076172) (300,3.955120086669922) (125,3.935250759124756)* (1719,3.9317851066589355) (2333,3.9245471954345703)
