userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.564868927001953)* (265,7.842133522033691) (11,7.7507147789001465)* (48,7.692915439605713)* (276,7.542703151702881) (215,7.536496162414551) (324,7.4392218589782715) (53,7.2664008140563965)* (170,7.199534893035889)* (300,7.1163434982299805) (279,7.032366752624512) (674,6.946537017822266) (107,6.810775279998779)* (169,6.754537582397461)* (203,6.595279693603516) (262,6.584053993225098) (1187,6.4734086990356445) (371,6.444366455078125) (632,6.346616268157959) (661,6.319310188293457)
603: (594,2.966991901397705) (625,2.687617063522339) (1091,2.496673345565796) (434,2.4892218112945557) (561,2.437812089920044) (345,2.4168667793273926) (185,2.4075160026550293) (3266,2.386396646499634)* (628,2.3514654636383057) (592,2.3483176231384277) (147,2.339890956878662) (941,2.3385846614837646) (626,2.275864839553833) (1279,2.2427291870117188) (1814,2.239651679992676) (640,2.2278242111206055) (1072,2.2259304523468018) (649,2.1924633979797363) (572,2.1885433197021484) (329,2.1840646266937256)
604: (875,9.519691467285156)* (849,9.095108032226562)* (16,8.688339233398438)* (404,8.617900848388672)* (2761,8.449832916259766) (1172,8.333752632141113) (133,8.23121452331543) (20672,8.215873718261719) (92,8.16457748413086) (1232,8.10167121887207)* (884,7.999375820159912) (1958,7.990506172180176) (130,7.964223861694336)* (498,7.909135818481445) (1116,7.8864946365356445)* (136,7.856315612792969)* (82,7.829285144805908) (122,7.812211990356445) (3167,7.8080596923828125) (522,7.790201187133789)
605: (18,10.714473724365234)* (167,10.363813400268555)* (13,10.35814380645752)* (9,10.147957801818848)* (366,9.321794509887695) (360,9.236629486083984)* (107,8.956066131591797) (72,8.936491012573242)* (312,8.93492603302002)* (669,8.913987159729004)* (174,8.559812545776367)* (276,8.395197868347168) (279,8.382232666015625) (219,8.324527740478516)* (300,8.095380783081055) (101,8.070627212524414) (674,8.048095703125) (2328,7.912387847900391)* (964,7.835808277130127)* (722,7.81729793548584)*
606: (185,2.6225500106811523)* (512,2.5753395557403564) (560,2.5745372772216797)* (136,2.5612947940826416) (592,2.5022640228271484) (147,2.4575061798095703) (15,2.288431406021118) (1144,2.161121129989624) (493,2.1072206497192383) (707,2.1063616275787354) (1063,2.1029374599456787) (130,2.053335189819336) (153,2.0029587745666504) (166,1.9752631187438965) (167,1.915595293045044) (178,1.9095879793167114) (159,1.889561414718628) (1273,1.8750711679458618) (575,1.863815188407898) (67,1.8578615188598633)
607: (949,13.006378173828125)* (964,12.827557563781738) (16,12.674513816833496)* (72,12.666260719299316) (4887,12.659144401550293)* (9,11.52810287475586) (270,11.447748184204102) (3865,11.215666770935059)* (18,11.107650756835938) (5823,11.062864303588867)* (123,11.050531387329102)* (2147,10.557207107543945)* (6437,10.370476722717285)* (6624,10.24500846862793)* (284,10.04288101196289)* (483,9.95114803314209)* (3234,9.550064086914062) (10361,9.207618713378906)* (5011,9.107513427734375)* (669,8.968488693237305)
608: (130,6.255978107452393) (136,5.601659774780273)* (1260,5.401324272155762)* (106,5.320098876953125)* (95,5.222412586212158) (707,5.12887716293335) (1267,5.074457168579102) (875,5.070588111877441) (89,5.0410308837890625) (94,4.83500337600708) (116,4.827208995819092) (520,4.7261061668396) (143,4.686550617218018)* (71,4.685610771179199) (746,4.674816608428955) (3499,4.636706829071045) (2673,4.367339134216309) (2677,4.347485542297363) (779,4.302500247955322) (85,4.275648593902588)
609: (592,5.158699989318848)* (185,5.158237934112549) (147,4.602546691894531) (512,4.528014659881592) (575,4.350130081176758) (48,4.214098930358887) (2069,4.137311935424805) (519,4.06923246383667) (3346,3.8838531970977783) (493,3.8543429374694824) (167,3.8162896633148193) (1144,3.7281856536865234) (2328,3.7280702590942383) (153,3.6520867347717285) (15,3.624293804168701) (707,3.6186652183532715) (1273,3.5782063007354736) (142,3.536177158355713) (159,3.523200035095215) (806,3.512336254119873)
610: (669,7.499699592590332) (208,7.493430137634277) (204,7.4867987632751465)* (170,7.202544212341309)* (135,6.93743896484375)* (2173,6.830545425415039)* (382,6.829626560211182) (483,6.690338611602783) (1905,6.537996292114258) (5810,6.509810447692871) (1017,6.44317626953125) (48,6.4390764236450195)* (312,6.3506269454956055) (3346,6.175533294677734) (142,6.112253189086914) (571,6.015087127685547) (9993,5.9397478103637695) (221,5.879775524139404) (4600,5.803940296173096) (4121,5.724503517150879)
611: (512,5.901722431182861) (147,5.846254348754883) (185,5.828738212585449) (560,5.470295429229736) (519,5.2995924949646) (592,5.294325828552246) (559,5.249627113342285) (539,5.0664849281311035) (1273,4.985556602478027)* (164,4.895342826843262) (166,4.686205863952637) (523,4.631180763244629)* (561,4.579620361328125)* (3744,4.526848793029785) (130,4.484316825866699) (1144,4.423898696899414) (153,4.379255294799805) (2602,4.337854385375977) (575,4.211634635925293) (89,4.163296699523926)
612: (167,10.663089752197266) (366,10.2114839553833)* (48,10.191033363342285)* (131,10.037049293518066)* (158,9.32860279083252) (107,9.061461448669434) (360,8.823659896850586)* (592,8.75347900390625) (324,8.628667831420898)* (162,8.447669982910156)* (9,8.344986915588379)* (298,8.071354866027832)* (17,7.981358528137207)* (302,7.8619208335876465) (1357,7.732675552368164)* (63,7.549131870269775)* (170,7.456533432006836) (4,7.435488224029541) (115,7.377032279968262) (670,7.329497337341309)
614: (265,10.036445617675781)* (276,8.783478736877441)* (173,8.733840942382812)* (773,8.385457992553711)* (559,8.364313125610352)* (387,8.33685302734375)* (1210,8.120977401733398)* (906,8.010820388793945)* (10,7.921789169311523) (159,7.858293533325195)* (553,7.611072540283203)* (632,7.455838203430176) (1022,7.415448188781738)* (670,7.395415782928467)* (74,7.367758750915527)* (434,7.310028076171875)* (1187,7.247553825378418) (116,7.218628883361816) (122,7.147735595703125)* (697,7.141543865203857)
615: (906,4.674314022064209) (1192,4.413167953491211) (519,3.934633731842041) (862,3.8686487674713135) (1172,3.785198926925659) (1273,3.778883457183838) (2220,3.775789260864258) (174,3.7667460441589355) (842,3.721714735031128) (2096,3.6770100593566895) (189,3.663219928741455) (827,3.653064250946045) (670,3.5767273902893066) (2713,3.5136935710906982) (72,3.4991941452026367) (2398,3.4904608726501465) (263,3.300773859024048) (163,3.2709972858428955) (907,3.211223602294922) (240,3.1850438117980957)
616: (3750,3.4846720695495605) (13,3.3741416931152344) (6090,3.224353790283203) (3736,3.2241499423980713) (247,3.1364946365356445) (14,3.1105573177337646) (82,3.1085643768310547) (354,2.981998920440674) (3780,2.937950611114502) (6215,2.9339287281036377) (2266,2.83560848236084) (2322,2.7963016033172607) (3709,2.7815842628479004) (340,2.7793257236480713) (5823,2.7574169635772705) (2423,2.741896629333496) (4360,2.7371888160705566) (274,2.6740336418151855) (6254,2.6649417877197266) (232,2.657151937484741)
617: (707,1.2580666542053223) (512,1.1444541215896606) (81,1.1434978246688843) (130,1.1239244937896729) (560,1.1142315864562988) (915,1.1118276119232178) (15,1.098006248474121) (592,1.0875649452209473) (1267,1.0721397399902344) (1260,1.055497407913208) (520,1.0537973642349243) (136,1.0339586734771729) (493,1.0249862670898438) (185,1.0118482112884521) (2066,1.0112758874893188) (1273,1.0111584663391113) (87,1.0013346672058105) (167,0.9336724281311035) (153,0.9245076775550842) (94,0.9099968075752258)
618: (721,8.530511856079102)* (324,7.506191253662109)* (1336,7.4432830810546875) (421,7.150404930114746)* (716,7.054618835449219) (685,6.950685024261475)* (388,6.939203262329102)* (717,6.932186603546143) (674,6.903576850891113) (11,6.764957427978516)* (364,6.682336807250977) (131,6.647498607635498) (373,6.585477352142334) (67,6.544837951660156) (440,6.52647590637207) (986,6.521580219268799) (215,6.49498987197876) (17,6.447636127471924) (162,6.3704376220703125)* (420,6.358330726623535)
619: (454,11.375093460083008) (6254,10.808433532714844) (1242,10.251535415649414)* (277,10.091819763183594)* (354,10.031183242797852)* (1717,9.94189739227295)* (815,9.864145278930664) (553,9.508978843688965) (90,9.483201026916504)* (274,9.438976287841797)* (4696,9.336050033569336)* (4120,9.276127815246582) (4224,9.266298294067383) (42,9.249473571777344) (1181,8.965597152709961) (227,8.940042495727539)* (287,8.805853843688965)* (3071,8.669018745422363) (695,8.593647956848145) (4144,8.472286224365234)
620: (147,9.560165405273438)* (823,9.556924819946289)* (1357,9.532402038574219) (2828,9.072942733764648) (363,9.00748062133789) (367,8.929664611816406) (67,8.846782684326172) (1273,8.732823371887207) (512,8.601371765136719)* (68,8.535356521606445) (696,8.532073974609375) (368,8.484992980957031) (224,8.290278434753418)* (394,8.195234298706055) (827,8.136251449584961) (374,8.117912292480469) (3131,8.058079719543457) (2732,7.950471878051758) (144,7.938283920288086)* (8723,7.924427032470703)
621: (265,11.430312156677246)* (4144,11.072704315185547) (5139,10.602960586547852) (2846,10.498621940612793) (2349,10.319522857666016) (1830,10.126112937927246)* (1001,9.668877601623535)* (451,9.362297058105469) (6740,9.240974426269531) (1905,9.111183166503906) (815,9.098536491394043) (4121,9.033395767211914) (1940,9.018653869628906) (286,8.810510635375977) (4604,8.790081024169922)* (4802,8.788481712341309) (3191,8.754846572875977) (703,8.727073669433594) (5444,8.721761703491211) (3806,8.60413932800293)
623: (1273,7.429645538330078) (493,6.79083251953125) (904,6.3234148025512695)* (263,6.295495510101318) (952,6.28890323638916) (862,5.974274635314941)* (1342,5.949853897094727) (2069,5.9295878410339355) (2328,5.900272846221924) (519,5.899045944213867) (1192,5.885231018066406) (898,5.848358631134033) (2096,5.82260274887085) (160,5.766575813293457) (1062,5.6713361740112305) (1891,5.655362129211426) (269,5.634848117828369) (707,5.615092754364014) (2779,5.521924018859863) (1305,5.515974044799805)
625: (2609,10.613624572753906) (1267,9.203154563903809) (1116,8.857091903686523)* (419,8.792802810668945) (2066,8.750537872314453)* (721,8.664532661437988)* (764,8.643173217773438)* (806,8.396873474121094)* (364,8.237090110778809) (1147,8.20403003692627)* (413,8.012453079223633)* (207,8.011432647705078)* (2779,7.978013038635254)* (1322,7.92469596862793)* (570,7.877914905548096)* (3206,7.858136177062988)* (668,7.833852291107178)* (896,7.759792327880859) (670,7.747176170349121)* (2116,7.717350959777832)
626: (806,5.7970099449157715) (941,5.4904303550720215) (2779,5.448395252227783)* (592,5.3906683921813965) (1091,5.016209602355957) (1100,5.007798194885254) (802,4.867011547088623) (3280,4.724259376525879) (190,4.7148261070251465) (3908,4.568689346313477) (2997,4.50643253326416) (649,4.489315032958984) (20688,4.474942207336426) (1144,4.450409889221191) (640,4.427749156951904)* (932,4.4218950271606445) (3266,4.395430564880371) (575,4.348683834075928) (2790,4.336524963378906) (626,4.245604991912842)
627: (1626,10.562641143798828) (1689,10.528375625610352)* (8373,8.523395538330078)* (189,8.23572826385498) (5883,8.098631858825684)* (2790,7.993863105773926)* (142,7.989799976348877) (2868,7.985939979553223) (1935,7.725421905517578) (922,7.55246639251709)* (168,7.41447639465332) (3622,7.32944917678833) (2328,7.310547828674316)* (3934,7.300769805908203) (190,7.250277519226074) (374,7.241194725036621)* (2244,7.214539051055908) (131,7.191385269165039) (941,7.100622177124023) (285,7.065186023712158)
628: (560,11.256616592407227)* (15,10.973289489746094)* (1063,9.445744514465332) (519,9.075023651123047)* (559,8.419002532958984)* (3266,8.318192481994629)* (2997,8.032485961914062) (941,7.942147731781006) (1626,7.821422576904297) (626,7.778465270996094) (1242,7.7534098625183105) (1297,7.621829032897949) (169,7.564661026000977) (707,7.499499320983887) (628,7.44884729385376) (618,7.401009559631348) (265,7.3596601486206055)* (106,7.303188323974609)* (1278,7.17274284362793)* (1294,7.075864791870117)
629: (3206,9.107107162475586)* (2484,8.96445083618164) (689,8.859078407287598) (4074,8.539485931396484) (667,8.185871124267578) (8641,8.184911727905273) (1900,8.1837158203125) (4,8.050735473632812)* (705,8.031455993652344)* (2185,7.91113805770874) (1288,7.837287902832031) (844,7.818185806274414)* (1353,7.799384117126465) (413,7.7100958824157715)* (6906,7.671903610229492) (900,7.637711524963379) (3086,7.566021919250488) (343,7.546375274658203) (6826,7.326274394989014) (3145,7.315141201019287)
630: (560,9.283613204956055) (47,7.825065612792969) (130,7.464329719543457) (133,7.315964698791504) (649,7.156620979309082) (561,7.010074138641357) (626,6.856899261474609)* (106,6.8138628005981445)* (345,6.80055046081543) (1279,6.800486087799072) (1091,6.755585193634033) (92,6.723885536193848) (575,6.687756538391113) (163,6.638625621795654)* (520,6.607432842254639) (153,6.58134651184082) (166,6.402556419372559) (4,6.337344646453857) (778,6.294583320617676) (707,6.270249366760254)
631: (130,9.89241886138916)* (625,8.673932075500488) (8,8.5167236328125)* (329,8.368888854980469) (941,8.276986122131348) (1814,8.006170272827148) (172,8.000457763671875)* (1072,7.991386413574219) (675,7.939748764038086)* (626,7.919323921203613) (974,7.710350036621094)* (1144,7.706419944763184) (51,7.4797234535217285) (129,7.456160545349121)* (2006,7.411647796630859) (1034,7.4042463302612305)* (1297,7.360666275024414) (735,7.338430404663086)* (4850,7.303988456726074)* (810,7.301130771636963)
633: (324,7.499872207641602) (173,6.916749000549316) (440,6.529572486877441) (215,6.457350730895996) (159,6.431415557861328) (364,6.360503196716309)* (139,6.332763671875) (48,6.236161231994629) (366,6.108393669128418) (162,6.055024147033691)* (17,6.02392053604126) (363,5.917147636413574) (67,5.899838447570801) (6,5.760881423950195)* (8,5.523167133331299) (226,5.502188682556152)* (222,5.484485626220703) (106,5.386359214782715) (4,5.380178451538086) (135,5.36174201965332)
635: (709,8.315186500549316) (237,8.091371536254883) (211,8.006019592285156) (1059,8.000862121582031) (420,7.843825340270996) (240,7.601997375488281) (208,7.382986068725586) (3058,7.374057292938232)* (5810,7.200955390930176)* (279,7.1439714431762695) (7630,7.0426459312438965)* (12964,6.941502571105957) (174,6.867212772369385) (2173,6.847901344299316) (4121,6.719577312469482)* (685,6.668700218200684) (1207,6.616536617279053) (3862,6.554373741149902) (69,6.544585704803467) (221,6.492672443389893)
636: (1910,1.9578741788864136) (136,1.9031853675842285) (1838,1.868132472038269) (5683,1.815759301185608) (147,1.8012189865112305) (345,1.7868990898132324) (172,1.785858154296875) (61,1.7837471961975098) (178,1.7755526304244995) (434,1.7719206809997559) (6018,1.746372938156128) (1378,1.7269232273101807) (20791,1.7134993076324463) (974,1.709601879119873) (195,1.705669641494751) (1265,1.6995329856872559) (6425,1.6952054500579834) (1774,1.690698504447937) (6370,1.6760485172271729) (1048,1.6368613243103027)
637: (560,5.221227645874023) (15,5.194597244262695) (185,4.9698076248168945) (512,4.505860328674316) (707,4.494785785675049) (2779,4.429025650024414) (2137,4.414036273956299) (1790,4.409246921539307) (806,4.239217758178711) (159,4.231572151184082) (147,4.223984241485596) (941,4.209412097930908) (366,4.1090087890625) (1116,4.081371784210205) (162,3.992717742919922) (952,3.9556362628936768) (142,3.9518871307373047) (3280,3.931405544281006) (48,3.918689727783203) (1062,3.9176523685455322)
638: (167,3.9817206859588623) (11,3.7447285652160645) (15,3.5495214462280273) (721,3.5312650203704834) (215,3.5188651084899902) (1196,3.514115571975708) (142,3.473788261413574) (17,3.4092330932617188) (9,3.3984551429748535) (364,3.3349039554595947) (360,3.3029189109802246) (48,3.2189908027648926) (1281,3.1187524795532227) (0,3.1151413917541504) (366,3.051182270050049) (1336,3.043842315673828) (168,3.004952907562256) (312,2.988159656524658) (159,2.9745357036590576) (717,2.8385419845581055)
639: (94,2.3486313819885254) (746,2.2116026878356934) (889,2.141507625579834) (1260,2.0847315788269043) (130,2.0669257640838623) (106,2.054461717605591) (85,2.0258736610412598) (1221,2.0036303997039795) (71,1.9904708862304688) (990,1.989598035812378) (851,1.983598232269287) (1061,1.9592448472976685) (810,1.9549907445907593) (364,1.9524084329605103) (721,1.9380226135253906) (388,1.9356145858764648) (226,1.902121901512146) (0,1.888945460319519) (421,1.8865787982940674) (1993,1.8855772018432617)
640: (2779,7.1254563331604) (3266,6.7624382972717285) (660,6.609887599945068) (1091,6.6076154708862305) (575,6.356090545654297) (941,6.315452575683594) (806,6.29524040222168) (572,6.128591537475586) (3280,5.971708297729492) (583,5.968955039978027)* (628,5.9601240158081055) (626,5.841284275054932) (3346,5.794548511505127) (1063,5.790922164916992)* (1144,5.764731407165527) (1683,5.760716438293457) (932,5.759056091308594)* (200,5.745545387268066) (2096,5.696386814117432)* (1095,5.646255016326904)*
641: (1021,9.188028335571289) (1051,9.17600154876709)* (131,8.917242050170898)* (844,8.89250659942627)* (2156,8.8482027053833) (4181,8.435805320739746)* (9489,8.285181045532227) (2627,8.256978988647461)* (2149,8.172012329101562)* (676,8.124580383300781)* (3499,8.101692199707031) (1242,8.00459098815918)* (48,7.808223247528076)* (4345,7.738781929016113) (262,7.40165901184082)* (158,7.390229225158691)* (2653,7.2890944480896) (51,7.280974388122559)* (2208,7.276734828948975) (2287,7.263283729553223)
