userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.260698318481445)* (265,7.40818452835083) (11,7.243408203125)* (324,7.1678900718688965) (215,7.024662017822266) (48,7.00746488571167)* (170,6.78004264831543)* (53,6.7480974197387695)* (276,6.73099422454834) (300,6.5774736404418945) (674,6.513030529022217) (279,6.449097633361816) (169,6.3520097732543945)* (107,6.321380615234375)* (371,6.212302207946777) (1187,6.1766357421875) (203,6.117630958557129) (262,6.080989837646484) (632,5.9167585372924805) (440,5.913481712341309)
304: (324,6.576608180999756) (366,6.065555572509766) (131,6.036279201507568) (136,5.8648529052734375) (162,5.671342849731445) (173,5.660505294799805) (168,5.54229211807251) (298,5.45802116394043) (674,5.451297760009766) (8,5.390031337738037) (130,5.338889122009277) (371,5.306122779846191) (312,5.29084587097168) (265,5.268403053283691) (106,5.229754447937012) (419,5.213659286499023) (345,5.213232517242432)* (11,5.199191093444824) (434,5.101494789123535) (129,5.079787254333496)
305: (81,9.004559516906738)* (167,8.540666580200195) (721,8.24706745147705)* (18,8.2385835647583) (11,8.172554016113281)* (0,8.0756196975708)* (4,7.847986221313477) (67,7.6863203048706055)* (168,7.362299919128418)* (1260,7.3514299392700195) (1336,6.942468643188477)* (1196,6.880575180053711) (990,6.83708381652832)* (810,6.750986099243164) (94,6.718582630157471)* (115,6.658060073852539) (324,6.4424262046813965) (820,6.340110778808594) (1061,6.313518524169922) (669,6.2221455574035645)*
306: (167,7.832073211669922) (560,7.047794342041016) (324,6.968425750732422) (592,6.643558502197266) (1063,6.573281288146973) (81,6.425654411315918) (67,6.401144027709961) (404,6.3068342208862305) (1260,6.231107711791992) (419,6.225099563598633) (1242,6.156745910644531) (1187,6.136629104614258) (1195,6.123540878295898)* (479,6.102509498596191) (632,6.096912860870361) (136,6.063191890716553)* (170,6.040271759033203)* (440,5.997195720672607)* (153,5.969615936279297) (385,5.960169792175293)
307: (48,8.680984497070312)* (11,7.579710483551025) (366,7.536141395568848) (324,7.118541717529297) (312,7.003484725952148) (674,6.963104248046875) (434,6.5948991775512695)* (298,6.374423027038574) (142,6.340885162353516) (54,6.254720687866211) (592,6.199984550476074) (560,6.177942752838135) (170,6.164565086364746) (136,6.112874507904053) (115,6.045505523681641) (162,6.015450954437256) (129,5.982867240905762) (262,5.980795860290527)* (13,5.954161643981934)* (363,5.932824611663818)
308: (1336,7.889706134796143)* (94,7.783814907073975)* (312,7.7456817626953125)* (360,7.692127227783203)* (167,7.680451393127441)* (1196,7.657498359680176) (130,7.361645221710205)* (952,7.212669849395752)* (388,7.133761882781982)* (324,7.1264967918396) (215,6.8562703132629395)* (211,6.7566022872924805) (434,6.616643905639648) (1279,6.585071086883545) (131,6.573779106140137)* (1281,6.533788681030273)* (345,6.531880855560303) (9,6.4562788009643555) (201,6.431557655334473) (366,6.373499870300293)*
309: (15,12.273884773254395)* (185,11.23210334777832)* (560,10.255760192871094)* (1144,9.934736251831055) (4144,9.210380554199219)* (81,8.96584415435791) (1063,8.780057907104492)* (520,8.102636337280273) (2846,7.836644172668457)* (48,7.832299709320068) (324,7.792585372924805) (92,7.7776198387146) (1095,7.688116073608398)* (135,7.674245357513428) (806,7.59842586517334)* (3346,7.587131977081299)* (570,7.5561933517456055)* (1273,7.538997173309326)* (1062,7.524526596069336)* (1072,7.509326934814453)
310: (625,5.876634120941162) (1144,5.621975898742676) (592,5.349996566772461) (185,5.017737865447998) (649,4.9981889724731445) (200,4.950273513793945) (539,4.821202278137207)* (1095,4.762093544006348) (559,4.761421203613281) (575,4.601856231689453) (806,4.51917028427124) (628,4.456161975860596) (1091,4.436951160430908) (2131,4.417056083679199) (1087,4.409078598022461) (3266,4.387457370758057) (1099,4.382856369018555) (136,4.328221321105957) (192,4.273271083831787) (1314,4.249851226806641)
311: (986,8.984273910522461)* (364,8.653701782226562) (2072,8.128458023071289)* (722,8.119848251342773)* (420,7.981834411621094) (2,7.97951078414917)* (1875,7.872066497802734) (203,7.841226577758789)* (385,7.788898468017578) (4122,7.661074161529541)* (1243,7.6432785987854) (215,7.623493194580078) (1336,7.5288496017456055)* (324,7.441110134124756) (11,7.327835559844971)* (440,7.262038707733154) (5158,6.912197113037109)* (373,6.868356704711914) (204,6.820037841796875)* (479,6.798273086547852)
312: (454,7.58505916595459)* (1224,7.571083068847656) (572,7.135928153991699) (415,6.957999229431152) (1914,6.91915225982666) (337,6.7738189697265625) (116,6.761287689208984) (185,6.556510925292969)* (1144,6.5297136306762695) (2086,6.3819966316223145) (265,6.361310005187988) (44,6.3080573081970215) (1210,6.262849807739258) (1022,6.181417465209961) (519,6.158305644989014)* (70,6.142477035522461)* (172,6.128201484680176) (907,6.044381141662598)* (539,6.028720855712891) (427,6.024355888366699)*
313: (15,2.299515724182129) (167,2.0682575702667236) (1260,1.9848649501800537) (81,1.9798893928527832) (106,1.9426724910736084) (520,1.9026001691818237) (560,1.8543241024017334) (324,1.8270320892333984) (818,1.8087579011917114) (1267,1.8029488325119019) (364,1.7927545309066772) (889,1.780198097229004) (1061,1.7632015943527222) (707,1.763163685798645) (404,1.7470402717590332) (425,1.7361440658569336) (85,1.7253785133361816) (87,1.7188749313354492) (139,1.7162729501724243) (721,1.7151910066604614)
314: (211,10.607945442199707)* (439,10.402918815612793)* (82,10.095457077026367)* (158,9.562492370605469)* (18,9.298778533935547) (168,9.184769630432129) (382,8.899497985839844)* (215,8.759370803833008)* (115,8.750877380371094) (1831,8.691542625427246) (17,8.47752857208252)* (1812,8.232820510864258) (2147,8.208677291870117)* (324,8.164228439331055) (665,8.078222274780273) (270,7.9358367919921875) (189,7.847910404205322)* (16,7.801263809204102) (2187,7.778267860412598)* (298,7.6518120765686035)
315: (48,10.831247329711914) (168,10.723487854003906)* (13,10.119415283203125) (131,10.006195068359375)* (11,9.639461517333984) (101,8.948814392089844) (14,8.916900634765625)* (54,8.906648635864258)* (366,8.48367691040039) (262,8.319948196411133) (170,8.088349342346191) (1192,7.881265163421631) (185,7.870136260986328) (665,7.715760231018066) (1144,7.609011650085449)* (1187,7.353784084320068) (363,7.30116605758667) (2220,7.204950332641602) (806,7.043087005615234)* (119,7.006879806518555)*
316: (15,6.683485507965088) (185,6.310469627380371)* (560,6.189140319824219) (512,6.096089839935303) (167,5.528138160705566) (707,5.344825744628906) (153,5.3158111572265625)* (130,5.3105974197387695) (1144,5.287501335144043)* (493,4.985750198364258) (81,4.934991359710693) (520,4.9266557693481445) (159,4.897188186645508) (519,4.763345718383789) (575,4.53265905380249)* (875,4.4163970947265625)* (625,4.413401126861572) (915,4.407980918884277) (2609,4.393006801605225) (48,4.359689712524414)
318: (106,7.363073825836182) (2,6.992325782775879)* (479,6.961796760559082)* (472,6.885178565979004) (116,6.67165470123291) (34,6.6557183265686035) (6,6.611629486083984) (625,6.599709510803223) (628,6.496765613555908)* (265,6.386078357696533)* (539,6.268864631652832) (538,6.247438430786133) (1385,6.201987266540527) (1027,6.152508735656738)* (125,6.144707679748535) (481,6.141872406005859) (649,6.081692695617676) (102,6.075313568115234) (44,6.054603576660156) (501,5.900161266326904)
319: (6670,13.179275512695312) (4561,13.177087783813477) (4553,12.957191467285156) (2830,12.877737045288086) (4544,12.695446014404297)* (2673,11.817049980163574)* (4623,11.588590621948242) (3585,11.296113967895508) (1696,10.892497062683105)* (7312,10.81156063079834)* (3744,10.576889991760254)* (3936,10.533512115478516)* (5050,10.525115013122559)* (9287,10.49843978881836)* (1750,10.29844856262207)* (4530,10.22946548461914) (2957,10.196829795837402) (8679,10.160892486572266)* (4528,10.096794128417969) (12120,10.085074424743652)*
321: (575,8.540185928344727)* (3280,8.000789642333984)* (3266,7.736537933349609)* (2779,7.65136194229126)* (1297,7.449336051940918) (707,7.444569110870361) (889,7.309174060821533) (539,7.087323188781738) (153,6.909913539886475)* (1072,6.862361907958984)* (520,6.808353424072266) (512,6.725711822509766)* (134,6.60153865814209)* (1063,6.587934494018555) (164,6.560097694396973) (1298,6.559285640716553) (530,6.5455732345581055)* (541,6.496862411499023) (1267,6.490080833435059) (161,6.469072341918945)
322: (1276,7.322739601135254)* (1649,7.208474636077881) (1095,7.084997177124023) (592,6.88309383392334) (153,6.733834266662598) (626,6.589663982391357) (116,6.575394153594971) (1068,6.523384094238281)* (2066,6.521425247192383)* (583,6.384365081787109) (143,6.3600053787231445) (1510,6.312085151672363)* (15,6.30206298828125)* (200,6.268986701965332)* (1072,6.182958126068115) (530,6.1551899909973145) (1298,6.154863357543945) (2839,6.150106430053711) (136,6.0477142333984375) (1598,6.035633563995361)*
323: (6670,7.968015670776367) (3585,7.562210559844971)* (4561,7.047585964202881) (1723,6.964743614196777)* (5698,6.753342628479004)* (11261,6.71522855758667) (4517,6.580504417419434) (4540,6.518141746520996)* (8854,6.3463287353515625) (4799,6.338309288024902) (4519,6.256377220153809) (8678,6.255624294281006) (4557,6.1716837882995605) (4623,6.11859130859375) (1780,6.026875972747803) (789,5.977106094360352) (12086,5.892651557922363) (3877,5.858486175537109) (4504,5.856530666351318) (3929,5.804698467254639)
324: (240,11.673542022705078) (8543,10.678574562072754)* (1352,10.487259864807129) (3010,10.429730415344238) (802,10.038904190063477)* (2401,9.709790229797363)* (1510,9.692070960998535)* (842,9.632960319519043)* (841,9.309196472167969)* (356,9.29557991027832) (3231,9.103314399719238) (1140,9.069366455078125)* (5023,8.931472778320312)* (20688,8.869001388549805) (833,8.79627513885498)* (2925,8.753329277038574) (95,8.599557876586914)* (2732,8.574581146240234)* (1099,8.53915023803711)* (2973,8.532310485839844)*
326: (324,4.113553047180176)* (159,3.5137572288513184) (67,3.429267406463623) (101,3.214771032333374) (366,3.1873421669006348)* (139,3.1825144290924072) (11,3.170483350753784) (168,3.1524577140808105) (48,3.1501972675323486) (363,3.14656662940979) (215,3.14224910736084) (170,3.084895610809326) (2,3.048187732696533) (385,3.019153594970703) (107,3.0191447734832764) (300,3.01145601272583) (371,3.010664463043213) (81,2.987945318222046) (113,2.9871973991394043) (35,2.983642816543579)
327: (1210,7.200663089752197)* (354,7.166580677032471) (113,7.111894607543945) (265,7.0510759353637695) (14,7.041192054748535) (174,7.037653923034668) (13,6.766222953796387) (82,6.753739833831787) (1273,6.736812591552734) (2069,6.719137191772461) (258,6.718507766723633)* (1717,6.673580646514893)* (135,6.539141654968262) (279,6.443701267242432) (2026,6.294092178344727) (932,6.175247669219971) (72,6.100746154785156) (189,6.041602611541748) (895,5.910143852233887)* (69,5.905847072601318)
328: (15,1.9388943910598755) (1172,1.7964000701904297) (131,1.7854983806610107) (842,1.7817978858947754) (1813,1.756961703300476) (3024,1.745849847793579) (823,1.73887038230896) (136,1.7388215065002441) (1192,1.7317585945129395) (560,1.7052836418151855) (159,1.7007052898406982) (48,1.6852357387542725) (1116,1.6846567392349243) (368,1.6764763593673706) (512,1.6607582569122314) (1273,1.6574535369873047) (167,1.6189250946044922) (371,1.6107325553894043) (2220,1.6072158813476562) (298,1.589005470275879)
329: (2868,11.194526672363281)* (1813,10.897331237792969)* (439,10.465476989746094)* (891,9.622465133666992) (158,9.361141204833984) (2844,8.845682144165039) (2119,8.692709922790527)* (1340,8.545124053955078) (1357,8.448366165161133)* (2925,8.38985824584961)* (1812,8.374502182006836) (1140,8.354183197021484) (6703,8.163887023925781) (2613,8.061426162719727)* (2208,8.003780364990234)* (371,7.940193176269531) (67,7.886436939239502)* (202,7.78924560546875)* (3,7.781371116638184) (2491,7.747375965118408)
330: (168,10.427393913269043) (113,10.120186805725098) (17,9.295726776123047)* (674,8.511356353759766) (131,8.221675872802734) (324,7.954671859741211) (173,7.802608966827393) (48,7.788330554962158) (54,7.515527248382568) (174,7.320512771606445) (158,7.144003868103027) (50,7.136947154998779) (22044,7.0719194412231445) (949,7.036177635192871)* (279,6.9566450119018555)* (211,6.620185852050781)* (248,6.609584808349609) (371,6.604182243347168) (366,6.599374771118164) (254,6.574392795562744)
331: (2971,8.801677703857422)* (265,8.733390808105469)* (99,8.399283409118652) (125,7.753755569458008)* (139,7.7257843017578125) (1392,7.686861515045166)* (1103,7.53181266784668)* (1017,7.5083770751953125)* (1717,7.501264572143555)* (6703,7.473630428314209)* (158,7.4530439376831055)* (50,7.3814287185668945) (618,7.370663166046143)* (368,7.348600387573242) (539,7.29248571395874)* (102,7.285492897033691)* (122,7.273665428161621)* (211,7.27230167388916)* (479,7.2624945640563965)* (1368,7.255668640136719)
332: (1518,7.474860191345215) (707,6.346099853515625) (592,6.180185317993164) (520,6.175737380981445) (2066,5.924050807952881) (164,5.786746025085449) (1144,5.6627984046936035) (546,5.538875102996826) (2609,5.472719192504883) (493,5.382028579711914)* (130,5.143700122833252) (1303,5.074434280395508) (1759,5.046561241149902)* (1260,5.031556129455566) (570,5.026726722717285) (4055,5.004823684692383) (1988,4.9997053146362305) (560,4.984667778015137)* (1267,4.957505226135254) (85,4.9283127784729)
333: (440,11.687653541564941)* (479,10.627115249633789) (105,10.28338623046875)* (814,10.018065452575684) (139,9.996397018432617) (431,9.685396194458008)* (817,9.369085311889648) (71,9.34925365447998)* (1241,9.29345703125)* (108,9.229138374328613)* (1027,9.112171173095703) (409,8.990907669067383) (73,8.597978591918945) (444,8.574170112609863) (909,8.523735046386719) (1392,8.490407943725586)* (1273,8.382560729980469)* (67,8.32016372680664)* (347,8.223949432373047) (68,7.97751522064209)*
334: (48,8.204019546508789) (4,7.55746603012085)* (211,7.504429817199707)* (226,7.296792984008789)* (168,7.15499210357666) (5,6.92567253112793)* (721,6.796529769897461)* (279,6.747502326965332)* (203,6.728907585144043)* (385,6.72764253616333)* (113,6.686556816101074) (265,6.666687488555908)* (722,6.552236557006836)* (129,6.405255317687988) (205,6.39281702041626) (222,6.389426231384277) (107,6.386448860168457) (440,6.366374969482422) (131,6.353169918060303) (1196,6.346872329711914)
335: (101,9.050086975097656)* (35,8.737737655639648) (366,8.71733283996582)* (48,8.523645401000977)* (156,8.393856048583984)* (142,8.209936141967773)* (440,8.109115600585938) (14,7.82747745513916) (364,7.802523612976074)* (363,7.7663726806640625) (8,7.751398086547852)* (716,7.707259178161621) (13,7.671718597412109) (170,7.547151565551758)* (137,7.5447096824646)* (199,7.540970325469971)* (1357,7.515182971954346) (162,7.474128246307373)* (131,7.420880317687988) (1279,7.378754615783691)*
336: (15,9.401144027709961)* (48,8.434389114379883)* (167,8.38227653503418) (136,7.508037090301514) (560,7.506281852722168) (11,7.409678936004639)* (87,7.376211166381836) (215,7.286686420440674) (185,7.083304405212402) (592,7.077640533447266) (519,6.9840922355651855)* (875,6.972914695739746)* (89,6.903854846954346)* (707,6.8735032081604) (115,6.667721748352051) (952,6.59477424621582)* (170,6.584568977355957) (1273,6.557226181030273) (276,6.430539131164551) (54,6.429831504821777)
337: (159,3.3114449977874756) (67,3.2763843536376953) (131,3.2660579681396484) (324,3.200735092163086) (215,3.0479447841644287) (11,2.9924492835998535) (107,2.972454071044922) (113,2.913029909133911) (366,2.887360095977783) (674,2.862079620361328) (162,2.8142616748809814) (363,2.7401297092437744) (170,2.7117886543273926) (371,2.66660475730896) (4,2.6491336822509766) (1273,2.6484034061431885) (512,2.6305251121520996) (173,2.5840208530426025) (17,2.578295946121216) (262,2.5743765830993652)
338: (312,7.436127662658691)* (366,7.246795654296875) (131,6.899699687957764)* (1894,6.685464859008789) (54,6.360540390014648) (367,6.0903215408325195) (270,6.007962703704834) (240,5.994961738586426) (1813,5.987625598907471) (170,5.890618324279785)* (168,5.792476177215576) (89,5.688514232635498) (1279,5.68223762512207) (95,5.682019233703613) (189,5.670591354370117) (51,5.663939476013184) (844,5.559391975402832) (1242,5.537737846374512) (3445,5.515785217285156) (67,5.513707160949707)
340: (592,9.180944442749023)* (11,8.66746997833252)* (1357,8.251233100891113)* (670,8.219257354736328)* (1192,8.123725891113281)* (364,7.952033996582031)* (721,7.85888671875) (312,7.844883918762207) (952,7.739255905151367) (2119,7.685329914093018)* (560,7.600722312927246) (367,7.493096828460693)* (18,7.434667110443115) (211,7.3321943283081055) (9,7.310475826263428) (170,7.274445533752441) (95,7.268435955047607)* (922,7.220717430114746) (553,7.195643424987793)* (298,7.126856327056885)
