userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (131,7.04287576675415) (324,6.557590007781982) (374,6.557020664215088) (67,6.540916442871094) (1202,6.380517959594727) (18,6.346956729888916) (167,6.295605659484863) (1144,6.244752407073975) (823,6.103336334228516) (265,6.073156356811523) (72,6.039628028869629) (2147,6.020696640014648) (404,6.017534255981445) (50,5.994113922119141) (302,5.976400852203369) (1063,5.97012996673584) (115,5.950150012969971)* (185,5.935733318328857) (298,5.931694507598877) (107,5.893263816833496)
2383: (1177,12.010446548461914) (3346,11.651633262634277) (941,11.38232421875) (952,11.070194244384766) (1144,10.925837516784668)* (2656,10.849531173706055) (3374,10.847021102905273) (2899,10.779146194458008) (904,10.738971710205078) (3977,10.433157920837402) (172,10.266854286193848)* (862,10.216840744018555) (4232,10.160802841186523)* (4540,10.120125770568848) (3721,10.087520599365234) (147,10.064516067504883)* (3280,10.022903442382812) (2677,9.978668212890625) (136,9.89500617980957) (1062,9.759012222290039)
2408: (189,7.349649429321289) (48,7.274440765380859) (72,7.154533386230469) (185,7.077116012573242) (354,7.059378147125244)* (670,7.0379180908203125) (1186,6.978672027587891) (823,6.936556339263916) (512,6.916107177734375) (312,6.858137130737305) (167,6.786941051483154) (15,6.7355146408081055) (1273,6.685161590576172) (89,6.66802978515625) (67,6.640671253204346) (276,6.6391448974609375) (215,6.62126350402832) (174,6.610339164733887) (87,6.574663162231445) (2220,6.560644149780273)
2447: (185,6.1380510330200195) (147,5.699253082275391) (560,5.62836217880249) (2779,5.523229598999023) (15,5.52264928817749) (1144,5.503983497619629) (575,5.479901313781738) (2609,5.432797431945801) (2137,5.4219069480896) (166,5.4114203453063965) (130,5.368605136871338) (136,5.3136186599731445) (625,5.248940467834473) (1063,5.226635456085205) (190,5.2040557861328125) (932,5.099202632904053) (2069,5.097508907318115) (95,5.083724021911621) (2096,5.063236713409424) (48,5.035257816314697)
2521: (802,13.89480972290039) (2132,13.6675386428833) (2069,13.497151374816895) (1626,13.244869232177734)* (2779,13.230989456176758) (896,13.175003051757812) (4428,12.725102424621582)* (1102,12.440171241760254)* (1273,12.268367767333984)* (1099,12.213865280151367) (3280,12.199462890625) (660,12.105525970458984) (2199,12.071617126464844) (3622,11.953126907348633) (3977,11.920177459716797) (1780,11.779302597045898) (3808,11.651294708251953)* (2131,11.529698371887207) (4144,11.493610382080078)* (1294,11.444710731506348)
2524: (185,8.961669921875) (1273,8.61551284790039)* (312,8.599910736083984) (131,8.571601867675781) (95,8.511680603027344) (553,8.447853088378906) (1813,8.434013366699219) (240,8.359457969665527) (1186,8.358468055725098) (512,8.294706344604492) (147,8.16441535949707) (1172,8.12219524383545) (130,8.010356903076172) (560,7.980889797210693) (89,7.937725067138672) (875,7.894780158996582) (215,7.884542465209961) (952,7.865731239318848) (862,7.865169048309326) (898,7.83119010925293)
2530: (2609,12.592460632324219)* (185,12.27979564666748) (932,11.402643203735352)* (147,11.271949768066406) (1273,11.094008445739746) (166,11.067415237426758) (3892,11.052940368652344)* (2143,10.984743118286133)* (560,10.81895923614502) (2096,10.712547302246094) (1063,10.350093841552734) (1093,10.331360816955566) (896,10.328001976013184)* (952,10.294376373291016) (1100,10.201906204223633)* (4096,10.19871711730957) (2131,10.184700012207031)* (20688,10.178173065185547) (190,10.117290496826172) (1098,10.001816749572754)*
2532: (15,7.834286212921143) (48,7.733300685882568) (67,7.712255477905273) (167,7.6943840980529785) (185,7.613461017608643) (215,7.178755283355713) (674,7.170191764831543) (312,7.148011207580566) (512,7.1409502029418945)* (922,7.127902030944824) (823,7.074514389038086) (354,7.043237686157227)* (374,7.036042213439941) (670,7.027366638183594) (130,7.0107741355896) (560,6.912477970123291) (553,6.852051734924316) (439,6.841628074645996) (84,6.8264570236206055) (1717,6.825636386871338)
2677: (5294,11.618634223937988) (1875,11.527392387390137) (5207,11.327442169189453)* (740,10.401652336120605) (8853,10.340938568115234) (312,10.26533317565918) (20678,10.250649452209473) (4,10.247518539428711) (51,10.093804359436035) (298,9.730759620666504) (201,9.728129386901855) (4738,9.697227478027344) (744,9.682807922363281) (5499,9.664891242980957)* (1814,9.649874687194824) (434,9.59492301940918) (4517,9.531558990478516) (1863,9.512017250061035) (12975,9.489751815795898) (3551,9.478021621704102)
2686: (276,7.878335952758789) (1210,7.779678821563721) (1717,7.367457389831543) (337,7.345163345336914) (553,7.196888446807861) (70,7.16929292678833) (294,7.139460563659668) (286,7.135631561279297) (89,7.1119232177734375) (174,7.094697952270508) (1186,7.042189598083496) (258,7.002598762512207) (31,6.983405590057373) (265,6.980987548828125) (4589,6.968193054199219) (287,6.938409805297852) (1553,6.843285083770752) (189,6.839234352111816) (3708,6.834569454193115) (259,6.81813383102417)
2705: (15,7.68770694732666) (354,7.491133689880371) (48,7.482174396514893) (215,7.449397563934326) (167,7.413768768310547) (67,7.373566627502441) (185,7.180020332336426) (88,7.156424045562744) (312,7.1512041091918945) (661,7.1251654624938965)* (18,7.118287086486816) (823,7.044130325317383) (16,7.022157192230225) (174,6.99594259262085) (276,6.995412826538086) (9,6.991936206817627) (670,6.871667861938477) (131,6.869054794311523) (258,6.809103965759277) (553,6.806223392486572)
2720: (2821,8.941272735595703) (2137,8.65696907043457) (3228,8.5774564743042) (1626,8.326092720031738) (237,8.250947952270508) (166,8.202934265136719) (12241,8.166078567504883)* (459,8.113594055175781)* (2790,8.079479217529297) (1894,8.014898300170898)* (312,7.9865403175354) (204,7.946649551391602) (952,7.904274940490723) (4509,7.893948554992676)* (147,7.857210159301758) (2779,7.836132049560547) (1102,7.76745080947876) (4738,7.7563066482543945) (158,7.71114444732666) (360,7.705069065093994)
2731: (72,9.575981140136719) (48,9.401070594787598) (215,9.058460235595703) (1281,9.05607795715332) (199,9.033499717712402) (201,9.018234252929688) (842,8.974952697753906) (115,8.881795883178711) (312,8.76701831817627) (16,8.742195129394531) (1207,8.72657585144043) (553,8.695423126220703) (1017,8.671026229858398) (67,8.653238296508789)* (31,8.652036666870117) (3865,8.638651847839355) (265,8.621028900146484) (1255,8.546887397766113) (421,8.520892143249512)* (821,8.50490951538086)
2735: (354,4.441325664520264) (167,4.344509124755859) (48,4.272252082824707) (67,4.210585594177246) (312,4.179734230041504) (115,4.150976181030273) (274,4.1289472579956055) (823,4.11843729019165) (131,4.114033222198486) (215,4.110452651977539) (3865,4.046306133270264) (374,4.0260491371154785) (298,4.016754150390625) (439,4.009241104125977) (15,3.99959659576416) (14,3.9984443187713623) (107,3.9801084995269775) (670,3.9704203605651855) (324,3.9664125442504883) (17,3.9624674320220947)
2756: (15,7.983703136444092) (185,7.751689434051514) (147,7.3034281730651855) (67,7.226719856262207) (312,7.221894264221191)* (130,7.1996660232543945) (512,7.180096626281738) (136,7.030797958374023) (131,6.984732151031494) (1273,6.900462627410889) (215,6.761101245880127)* (823,6.657470703125) (670,6.655019760131836) (298,6.635494232177734)* (2069,6.6258864402771) (1144,6.5424957275390625) (875,6.4832916259765625) (89,6.460715293884277) (87,6.420467853546143) (1186,6.411779403686523)
2775: (185,9.714868545532227) (48,9.202362060546875) (312,9.133109092712402) (15,8.909619331359863) (952,8.742430686950684) (2779,8.715539932250977) (560,8.637038230895996) (2069,8.261064529418945) (512,8.258583068847656) (553,8.241793632507324) (922,8.236310958862305) (1273,8.187942504882812) (2790,8.152101516723633) (265,8.107091903686523)* (215,8.020898818969727) (147,8.014707565307617) (1717,8.012726783752441) (1180,8.011346817016602) (1144,7.984806537628174) (131,7.96079683303833)
2777: (2779,8.673742294311523) (560,8.37293815612793)* (575,8.36950397491455) (1144,8.317814826965332) (1273,8.163446426391602)* (2137,8.008687973022461)* (2096,7.918570041656494) (512,7.915655136108398) (3344,7.862098693847656) (932,7.732778549194336) (3346,7.688933849334717) (862,7.63204288482666) (802,7.599794864654541) (15,7.536117076873779) (952,7.5271897315979) (190,7.398809432983398) (642,7.335052967071533) (172,7.315179824829102) (3280,7.299991607666016) (1062,7.275266170501709)
2779: (3141,7.894623756408691) (2830,7.8584794998168945) (3731,7.836867332458496)* (166,7.590442657470703) (131,7.5873589515686035) (4517,7.543961524963379) (3873,7.537410736083984) (3542,7.4798736572265625) (312,7.4132981300354) (3499,7.4058427810668945) (130,7.371128559112549) (4530,7.36093807220459) (167,7.28656005859375) (434,7.275679588317871) (4,7.254692554473877) (3543,7.22981071472168)* (2328,7.224864482879639) (1265,7.2155656814575195) (5698,7.121372222900391) (3585,7.036566734313965)
2854: (802,8.861674308776855) (185,8.703655242919922) (932,8.480712890625) (72,8.082313537597656) (575,8.0025634765625) (2779,7.90506649017334) (48,7.8625993728637695) (258,7.854482650756836)* (512,7.797922134399414) (670,7.789730072021484) (2143,7.694708824157715) (2199,7.645423889160156) (560,7.633255958557129) (147,7.598349094390869) (269,7.597222328186035) (2790,7.56757926940918) (941,7.526278495788574) (368,7.457036018371582) (374,7.433748245239258) (2328,7.388485431671143)
2860: (172,9.413148880004883) (4,9.12006664276123) (2328,9.091526985168457) (2244,8.933101654052734) (374,8.913257598876953) (1265,8.903973579406738) (315,8.640975952148438) (51,8.603127479553223) (896,8.577363967895508) (1814,8.5400972366333) (4428,8.397483825683594) (4345,8.375200271606445) (434,8.258588790893555) (3350,8.255376815795898) (1242,8.20872688293457) (904,8.096918106079102) (371,8.084480285644531) (242,8.063003540039062) (1780,8.046052932739258) (1717,7.983852386474609)
2889: (802,13.161859512329102) (1062,11.33366584777832)* (842,11.113616943359375)* (1273,11.08172607421875) (1103,10.82753849029541)* (555,10.680312156677246)* (1102,10.616676330566406)* (828,10.457101821899414)* (240,10.43191146850586) (182,10.424671173095703) (560,10.197304725646973)* (1813,10.143026351928711) (625,10.095104217529297) (183,10.091684341430664) (2956,10.07640266418457) (1172,10.062522888183594) (3622,9.88171100616455) (862,9.863204956054688) (2220,9.793100357055664) (1232,9.721074104309082)*
2893: (258,10.64361572265625)* (354,9.467951774597168) (348,9.448829650878906) (282,9.179422378540039) (16,8.96706485748291) (4471,8.92773151397705) (189,8.830341339111328) (321,8.674821853637695) (90,8.662981033325195) (340,8.613609313964844) (2319,8.569939613342285) (5784,8.44317626953125) (2775,8.434131622314453) (987,8.42844009399414) (922,8.411996841430664) (347,8.396478652954102) (288,8.355759620666504) (263,8.325848579406738) (2266,8.32251262664795) (69,8.27629280090332)
2928: (167,5.217012882232666)* (48,5.189683437347412) (67,5.034784317016602)* (215,4.884442329406738) (374,4.8665361404418945) (823,4.848308563232422) (922,4.818304538726807) (354,4.807317733764648) (72,4.783501148223877) (131,4.774988651275635) (324,4.656977653503418)* (107,4.640785217285156) (185,4.630205154418945) (670,4.613506317138672) (11,4.608486652374268) (674,4.602561950683594) (88,4.575943470001221) (115,4.570249557495117) (360,4.569253921508789) (439,4.536465644836426)
126: (185,6.810807704925537)* (136,6.438715934753418) (48,6.155681133270264) (312,6.038163185119629) (3141,5.89359188079834) (4,5.827183723449707) (269,5.7810564041137695) (147,5.675868511199951) (4540,5.664764404296875)* (952,5.620412826538086) (512,5.616472244262695) (2328,5.5352582931518555) (172,5.5143914222717285) (2790,5.50986385345459) (823,5.430951118469238) (131,5.42947244644165) (561,5.351872444152832) (167,5.3444132804870605) (560,5.3135271072387695) (67,5.287589073181152)
1142: (167,11.069340705871582) (312,10.830257415771484) (95,10.248146057128906) (4,10.20231819152832) (360,10.172481536865234) (298,10.026555061340332) (158,9.969944953918457) (129,9.68350601196289) (130,9.65574836730957) (162,9.603021621704102) (364,9.584346771240234) (553,9.561076164245605)* (199,9.533981323242188)* (11,9.511370658874512) (107,9.4500093460083) (823,9.418746948242188) (8,9.390424728393555) (388,9.326801300048828) (371,9.321163177490234) (185,9.307823181152344)
1471: (185,4.498477935791016) (560,4.302225589752197) (15,4.170567512512207) (147,4.130466938018799) (512,4.098851203918457) (1144,3.974203586578369) (2609,3.9339537620544434) (166,3.911163568496704) (2779,3.8835608959198) (941,3.8783416748046875) (1063,3.8779006004333496) (136,3.8646578788757324) (1273,3.821667194366455) (642,3.792739152908325) (130,3.7842724323272705) (167,3.78011155128479) (2137,3.7698071002960205) (625,3.7502217292785645) (3346,3.747589111328125) (215,3.719318389892578)
1495: (1838,10.583532333374023) (974,10.375693321228027)* (147,10.116181373596191)* (195,9.698043823242188)* (1378,9.638326644897461) (4,9.607978820800781) (329,9.479994773864746) (185,9.445419311523438) (4692,9.370954513549805) (1860,9.329130172729492) (975,9.315902709960938) (539,9.302515029907227)* (1050,9.249923706054688)* (740,9.238387107849121)* (116,9.130674362182617) (1875,9.117030143737793) (688,9.072644233703613) (129,9.064228057861328) (673,8.997631072998047) (1242,8.991313934326172)
1684: (3519,8.708623886108398) (240,8.285741806030273) (2544,8.267240524291992) (2287,8.228416442871094)* (4778,7.942584037780762) (696,7.779474258422852) (2101,7.743982315063477) (692,7.717884063720703) (2732,7.612767696380615) (2032,7.489584922790527) (157,7.46616268157959) (1280,7.397615432739258) (4221,7.346252918243408) (2925,7.33861780166626) (2119,7.290313243865967) (3081,7.274237632751465) (2956,7.27010440826416) (3441,7.264063835144043) (2365,7.25510311126709) (686,7.249551773071289)
2124: (189,10.883419036865234) (670,10.558807373046875) (1186,10.391359329223633) (1717,10.295071601867676)* (135,10.241926193237305) (174,9.918333053588867) (294,9.895549774169922) (3708,9.619075775146484) (276,9.597063064575195) (374,9.577190399169922) (31,9.558891296386719)* (107,9.493228912353516)* (89,9.486307144165039) (2149,9.462919235229492) (1187,9.433387756347656) (115,9.405782699584961) (922,9.394247055053711) (14,9.354270935058594)* (317,9.287360191345215) (67,9.212716102600098)
2290: (185,9.041875839233398) (952,8.684237480163574) (2096,8.635025024414062) (147,8.523439407348633) (2328,8.520858764648438) (2790,8.415870666503906) (1273,8.41219711303711) (2137,8.376136779785156) (802,8.331075668334961) (3280,8.324348449707031) (3344,8.3226318359375) (2609,8.256158828735352)* (932,8.252758979797363) (2069,8.193092346191406) (3346,8.177091598510742) (575,8.138811111450195) (312,8.130610466003418) (3270,8.036066055297852) (3977,8.032999038696289)* (190,7.9396185874938965)
2436: (185,10.714720726013184) (2069,10.136898040771484)* (166,9.23752498626709) (941,9.072992324829102) (1063,9.06686782836914) (2609,9.023614883422852) (136,8.973614692687988) (1144,8.971710205078125) (312,8.91876220703125) (2790,8.89250373840332) (952,8.830337524414062) (48,8.787765502929688)* (875,8.764922142028809) (575,8.6587495803833) (3344,8.639810562133789) (2137,8.544966697692871) (3346,8.541215896606445) (625,8.51144790649414) (932,8.50943660736084) (642,8.472185134887695)
2802: (48,11.647848129272461) (952,10.939027786254883)* (670,10.643444061279297) (512,10.480058670043945) (185,10.457830429077148) (95,10.37114143371582) (2328,10.264373779296875) (269,10.155645370483398) (1273,10.093860626220703) (72,10.001575469970703)* (922,9.911554336547852)* (875,9.884690284729004) (354,9.864994049072266) (1180,9.802854537963867) (1172,9.79254150390625) (2244,9.765477180480957) (18,9.7566556930542) (4,9.748661041259766) (560,9.701088905334473) (237,9.698904037475586)
2806: (896,11.158478736877441) (48,11.104074478149414) (167,10.953274726867676) (2956,10.62233829498291)* (764,10.618474960327148) (130,10.584660530090332)* (560,10.560049057006836)* (131,10.508651733398438) (555,10.41887092590332) (67,10.201597213745117) (2779,10.195307731628418) (2609,10.061717987060547) (51,10.047033309936523) (190,10.020172119140625) (2069,9.979516983032227) (670,9.901742935180664) (2732,9.895227432250977)* (891,9.727584838867188) (898,9.720165252685547) (1063,9.6693696975708)
180: (2609,12.86374568939209) (691,12.813373565673828)* (3201,12.717584609985352)* (2544,12.526435852050781) (1062,12.500399589538574) (925,12.430665969848633) (2935,12.093412399291992) (2188,11.927742004394531) (523,11.817201614379883) (1294,11.759878158569336)* (2909,11.747642517089844) (4931,11.74237060546875) (129,11.582247734069824) (2039,11.578093528747559) (1144,11.571332931518555) (1813,11.52763557434082) (686,11.475069999694824)* (172,11.375807762145996) (2956,11.181924819946289)* (2138,11.144165992736816)
186: (889,11.277587890625) (520,11.13739013671875)* (913,10.966316223144531)* (576,10.586649894714355) (15,10.346038818359375)* (1260,10.229778289794922) (3206,9.985633850097656) (419,9.983564376831055) (1061,9.932035446166992) (688,9.921793937683105) (3307,9.672704696655273) (1790,9.671125411987305) (746,9.608573913574219) (4092,9.387282371520996)* (185,9.22976303100586) (528,9.227459907531738)* (3636,9.217266082763672) (85,9.211429595947266)* (4055,9.199151039123535)* (566,9.154876708984375)
