userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,0.9052807092666626) (1,0.9031793475151062)* (2081,0.6883383989334106) (34,0.6869486570358276) (318,0.6586472392082214) (2687,0.6478927135467529) (2096,0.6328665018081665) (1028,0.624160647392273)* (2761,0.5929548740386963) (1097,0.5847176313400269)* (3751,0.5744806528091431) (2087,0.5720150470733643) (2085,0.559831440448761) (1198,0.5575133562088013) (480,0.5541533827781677) (593,0.551691472530365) (1704,0.5502195954322815) (2018,0.538943886756897)* (2394,0.5385363101959229) (1029,0.531145453453064)*
1251: (3578,1.0635756254196167) (2355,0.9725902080535889) (2694,0.9611754417419434) (2502,0.952247679233551) (2396,0.9372105002403259) (3160,0.9180029630661011)* (2770,0.9119458198547363) (2908,0.906541109085083) (2580,0.8784058094024658) (2710,0.8421444892883301) (3114,0.7937959432601929) (2541,0.7931244373321533) (3408,0.7928820848464966) (1093,0.7922407984733582) (3081,0.7827446460723877) (2707,0.7610950469970703)* (2336,0.7525225877761841) (2987,0.751731812953949)* (3793,0.7440510988235474) (2433,0.7066836357116699)
1252: (3952,0.8305673599243164) (3911,0.768022894859314) (1193,0.7494693994522095) (1952,0.7167099714279175)* (3006,0.6279072761535645) (858,0.6142939925193787) (1230,0.6077070236206055) (3915,0.5977423191070557) (3148,0.590086817741394) (3510,0.5885591506958008) (111,0.5876777172088623) (3176,0.584397554397583) (1221,0.5843828320503235) (3910,0.5819209814071655) (3751,0.5668538808822632)* (3916,0.5661708116531372) (3683,0.564620852470398) (1228,0.5635982751846313) (2966,0.5598217844963074) (1204,0.5474259853363037)
1253: (2396,0.6994589567184448) (34,0.6276677846908569)* (745,0.6224699020385742) (3114,0.6223595142364502)* (3751,0.560698390007019) (1288,0.5235505104064941)* (1394,0.5184144973754883) (1188,0.5180627107620239)* (1307,0.4970557987689972) (1079,0.49189913272857666) (1172,0.48714548349380493) (39,0.4697507619857788) (1641,0.4688580334186554) (720,0.4686428904533386) (2324,0.4667356014251709) (318,0.45541536808013916) (1185,0.4540865421295166)* (2248,0.45296475291252136) (265,0.45170098543167114) (2020,0.44971853494644165)
1254: (17,1.2491915225982666) (597,0.9543734788894653) (357,0.9060496687889099) (916,0.9021267890930176) (2396,0.8714896440505981)* (1307,0.8648104667663574)* (222,0.8559751510620117) (339,0.8315467834472656) (497,0.7943519949913025) (1569,0.7792142629623413) (920,0.7482760548591614) (2424,0.7415039539337158) (1393,0.7284533977508545)* (7,0.7147265076637268) (28,0.6861268281936646) (1188,0.6824885010719299)* (708,0.6760677099227905) (440,0.672894299030304) (11,0.6639504432678223) (605,0.6298798322677612)
1255: (2908,1.1025298833847046)* (2858,0.9762105941772461)* (1885,0.6785506010055542) (3897,0.6623613834381104) (2291,0.6578593254089355) (265,0.6402418613433838) (2396,0.6283753514289856) (2686,0.6101106405258179) (3408,0.5932592153549194)* (1041,0.5773689150810242) (3481,0.5742673873901367) (1094,0.5627628564834595) (2289,0.554821252822876) (3148,0.545862078666687) (1641,0.5343902707099915) (318,0.5323365330696106)* (3174,0.5275560617446899) (345,0.5244661569595337) (2690,0.5239651203155518) (1682,0.5070143938064575)
1256: (904,0.8001940250396729)* (903,0.745446503162384) (3435,0.7319349050521851) (608,0.6770766973495483)* (913,0.6613615155220032) (1284,0.657801628112793) (1219,0.6439788937568665) (1212,0.6323138475418091) (930,0.606819748878479) (923,0.5579303503036499) (912,0.5486622452735901) (922,0.5335910320281982) (1221,0.5262084007263184) (593,0.5256949663162231)* (942,0.5085518956184387) (541,0.5060519576072693) (3334,0.49228256940841675) (1089,0.46673768758773804)* (1269,0.4651655852794647)* (3683,0.4627602696418762)
1257: (1291,0.6593121290206909) (733,0.523641049861908) (2628,0.49671557545661926) (2193,0.48348790407180786) (480,0.4807869791984558) (648,0.4484248459339142) (349,0.44393235445022583) (260,0.4415474534034729) (1197,0.419941782951355) (1196,0.4186233580112457) (2161,0.4147552251815796) (1210,0.41322314739227295) (590,0.4092280864715576) (2006,0.40434446930885315) (653,0.390408456325531) (1610,0.37425124645233154) (2797,0.37153884768486023) (1580,0.37134531140327454) (110,0.3622625768184662) (457,0.35902953147888184)
1258: (1248,1.1795382499694824) (942,1.136301040649414)* (922,1.0862693786621094) (1252,0.9699078798294067) (1260,0.9677183628082275) (2203,0.8599709272384644)* (2186,0.8599390387535095) (3683,0.8052082061767578) (1212,0.7677029371261597) (2726,0.7646219730377197) (164,0.7159256935119629) (913,0.7125612497329712)* (1267,0.6802862882614136) (3929,0.6616309881210327)* (3897,0.5919979810714722)* (3481,0.5697298645973206) (1344,0.5651177763938904) (3730,0.5519639849662781) (950,0.5518176555633545) (3364,0.542649507522583)
1259: (2455,1.0745594501495361)* (2160,0.9895138740539551) (1259,0.907716691493988)* (3624,0.890201985836029) (1544,0.8830767273902893)* (3409,0.8616806864738464) (2858,0.858109712600708) (2791,0.8570150136947632) (3510,0.8533388376235962) (1035,0.8149312138557434) (3932,0.7856595516204834) (3300,0.7855260968208313) (2291,0.7816944718360901) (3578,0.7757151126861572) (524,0.7611690759658813) (1214,0.7242794036865234)* (3481,0.7047479152679443) (3160,0.6871540546417236) (3354,0.6722915768623352) (1200,0.6658041477203369)
1260: (541,0.9289196729660034)* (589,0.8596562147140503) (858,0.8512803912162781)* (1259,0.8198767304420471) (1610,0.7852476239204407)* (1225,0.7815912961959839) (457,0.7717265486717224) (1953,0.7713832855224609)* (1206,0.7712993621826172)* (1307,0.763015627861023) (1252,0.7389121055603027)* (2762,0.7372182607650757)* (1097,0.7300093173980713) (2352,0.7269817590713501) (3527,0.7169604301452637) (1663,0.6999108791351318) (590,0.6983013153076172)* (2890,0.6953856348991394) (2716,0.6909104585647583) (2020,0.6906255483627319)
1261: (2706,1.458585500717163) (3578,1.354062557220459)* (2694,1.140828013420105) (223,1.0593719482421875)* (3005,0.9996622204780579) (3555,0.9631165266036987)* (2541,0.960719645023346) (3081,0.9602380990982056)* (2710,0.9598518013954163) (2770,0.958370566368103) (3510,0.9572340846061707) (3623,0.9533108472824097) (2841,0.8973509073257446) (2688,0.8948661088943481) (3354,0.8871315121650696) (3175,0.8375495672225952) (2997,0.8342387080192566) (2490,0.8164087533950806)* (3298,0.7904314994812012) (2572,0.7896562218666077)
1262: (3552,0.8396626710891724) (3421,0.7892571687698364) (3039,0.7197636961936951) (3210,0.7075965404510498) (2706,0.706102728843689) (1257,0.6949544548988342) (3897,0.6900424361228943) (2797,0.6812300086021423) (1394,0.671270489692688)* (2716,0.6699200868606567)* (2000,0.6562042236328125) (3868,0.6508235335350037) (318,0.6491786241531372) (1090,0.6397224068641663) (1307,0.6344153881072998) (2858,0.6308856010437012)* (3481,0.6186244487762451)* (527,0.6165651082992554)* (50,0.6084732413291931) (2683,0.6033995151519775)
1263: (223,1.5068013668060303)* (2683,1.4684697389602661) (2997,1.3910813331604004) (2395,1.1759822368621826)* (2355,1.1710212230682373) (2694,1.0729707479476929) (785,1.07236647605896)* (2396,1.0121912956237793) (1136,1.0028791427612305) (2770,0.9878031611442566) (3793,0.9538600444793701) (3948,0.922111988067627) (2791,0.8699712157249451)* (3175,0.8308119773864746) (1784,0.8081529140472412) (3752,0.798912525177002) (1500,0.7747366428375244) (2302,0.7572468519210815) (2710,0.7420558929443359)* (50,0.7402042150497437)
1264: (1240,0.8874483704566956)* (1208,0.87321937084198)* (2692,0.8417261838912964) (527,0.8113486766815186)* (223,0.8054022789001465)* (1653,0.8005119562149048) (1127,0.7561694383621216) (293,0.7552292346954346) (1197,0.7205188870429993)* (2580,0.7183166742324829) (1374,0.7182903289794922) (2968,0.7167696952819824) (858,0.697628378868103)* (1036,0.6816287040710449)* (2916,0.6688264608383179)* (1500,0.6580104827880859)* (2278,0.6480316519737244) (111,0.6471667289733887)* (923,0.6460477113723755)* (2987,0.6159152984619141)*
1265: (2908,0.8539873957633972) (223,0.8131039142608643) (3176,0.7677034139633179) (2502,0.7270687818527222) (3751,0.7168166041374207) (3948,0.705608069896698) (2580,0.6679791212081909) (3852,0.6571654081344604)* (2712,0.648697018623352) (3952,0.6470717191696167) (2333,0.6375489830970764) (2329,0.6035046577453613) (3793,0.5916358828544617) (2542,0.5882567167282104) (1921,0.582826554775238) (1639,0.5736438035964966)* (3578,0.5735504627227783) (1060,0.5614196062088013) (3083,0.5572018027305603) (3408,0.5537685751914978)
1266: (3911,0.9056259393692017) (3160,0.7240064144134521) (3952,0.7156238555908203) (3893,0.6656243801116943) (3512,0.5878826975822449) (2966,0.5828624367713928) (3556,0.57733154296875)* (2096,0.5718897581100464) (17,0.558489203453064) (1022,0.5395819544792175)* (3176,0.5267022848129272) (3499,0.5248310565948486)* (2690,0.5234647989273071) (2686,0.5230244398117065)* (2599,0.507879376411438) (1784,0.5055107474327087) (2355,0.5013872385025024) (3916,0.4987843930721283) (2321,0.4924517869949341)* (3159,0.4825950860977173)*
1267: (924,1.1196141242980957)* (1214,1.026017189025879)* (1196,1.0069003105163574) (858,0.9871097803115845) (2019,0.8490654826164246) (969,0.8055801391601562) (912,0.7746443748474121) (3471,0.7416839599609375) (1210,0.7411739230155945) (1219,0.7292184233665466) (1250,0.7242147326469421) (1262,0.7238482236862183) (3702,0.721359133720398) (903,0.718793511390686) (1252,0.7185868620872498) (1374,0.7183399200439453) (1253,0.7146413326263428) (904,0.7074273824691772) (1201,0.6975871324539185) (1097,0.6931720972061157)
1268: (750,0.8925271034240723) (908,0.8107485771179199) (1304,0.7998557090759277) (1077,0.7967853546142578) (858,0.7847481369972229)* (2160,0.780561089515686) (1219,0.7604079246520996) (1221,0.7449477910995483)* (1193,0.7440283894538879) (3363,0.7307829856872559) (3435,0.7149096727371216) (1278,0.7137930989265442) (1250,0.7125091552734375) (1254,0.7049606442451477) (1212,0.7037031650543213) (1267,0.7021652460098267) (111,0.6943842172622681)* (1262,0.6902447938919067)* (1387,0.685599148273468) (1248,0.6822829246520996)
1269: (2997,1.1396690607070923)* (2706,1.0139305591583252) (2683,1.0000920295715332) (223,0.9399736523628235) (2599,0.9046361446380615)* (3578,0.8369913101196289) (2395,0.7931205630302429) (2987,0.7791930437088013)* (3408,0.7696437239646912) (3175,0.7620090246200562) (2908,0.7538886070251465) (2433,0.7115542888641357) (2694,0.6941172480583191) (2712,0.6693745255470276) (2763,0.6641294360160828) (3081,0.6623983383178711) (2707,0.6563171148300171) (2700,0.6558709144592285) (2502,0.6515218019485474) (2333,0.6508939266204834)
1270: (3510,0.7434511184692383) (3578,0.7143268585205078) (3911,0.681286096572876) (3753,0.6764296293258667) (3408,0.6600008010864258) (3481,0.6479271650314331) (3893,0.6447274684906006) (3624,0.6250821352005005) (3751,0.6178596019744873) (3555,0.6065032482147217) (3948,0.5969631671905518) (3916,0.5660714507102966) (3949,0.5470008850097656) (3160,0.5156333446502686) (3535,0.5007038712501526) (3793,0.47644007205963135) (3623,0.4694617688655853) (3798,0.462563693523407) (3409,0.45952779054641724) (3915,0.4568519592285156)
1271: (1,1.0483759641647339)* (1265,0.9165446162223816) (588,0.7983048558235168)* (1270,0.7915064692497253)* (1148,0.7243496775627136) (3408,0.7069575786590576) (1784,0.6708046197891235)* (595,0.6587600708007812)* (2321,0.6544466018676758)* (39,0.6397762298583984) (357,0.6367935538291931)* (3753,0.6244038343429565) (2394,0.6104327440261841) (2724,0.6103392839431763) (364,0.6077433824539185)* (2081,0.5870142579078674) (3671,0.5857416391372681)* (3897,0.584175705909729) (150,0.57887864112854)* (2770,0.5699122548103333)
1272: (2997,0.9430125951766968) (3175,0.941331148147583) (2355,0.8930525183677673)* (1356,0.7897323966026306) (1210,0.7859163284301758) (34,0.7844274044036865)* (3793,0.7663311958312988) (223,0.7223283648490906) (2599,0.7039741277694702) (2700,0.6932390332221985) (2987,0.6845025420188904)* (2692,0.6819194555282593) (110,0.6714696884155273) (2762,0.6594832539558411) (364,0.6570040583610535)* (1500,0.6511217355728149) (1610,0.6424800753593445) (1653,0.6418657302856445) (1376,0.6385229229927063) (608,0.6358191967010498)
1273: (913,1.0374832153320312) (3435,1.007331132888794) (2997,0.9718191623687744)* (922,0.9150229096412659)* (750,0.9130852222442627)* (1267,0.8976518511772156)* (34,0.8961563110351562) (905,0.8838335275650024) (904,0.8707746267318726)* (1952,0.8614299297332764) (1269,0.8504588007926941) (1248,0.8452762365341187) (1288,0.8317632675170898) (1276,0.8298512697219849) (1234,0.815357506275177)* (745,0.807854413986206)* (1204,0.8011341691017151) (858,0.7883182764053345)* (942,0.7860141396522522) (1136,0.7770668864250183)*
1274: (2019,1.3562538623809814)* (1248,1.2845655679702759) (1212,1.2610065937042236)* (922,1.0949146747589111) (2186,1.001708745956421) (2664,0.9656846523284912) (942,0.9297849535942078) (3334,0.9172858595848083)* (3462,0.9079278707504272) (1254,0.897429883480072)* (2066,0.8958662748336792) (3091,0.885676383972168) (1199,0.852016806602478) (3365,0.8346343040466309) (904,0.8321701884269714) (1256,0.8319997787475586) (903,0.8080829381942749)* (2935,0.7991881966590881) (945,0.7977328300476074) (1069,0.78955078125)
1275: (1196,0.9585315585136414) (858,0.8931679725646973) (1221,0.8130909204483032) (1198,0.809021532535553) (969,0.7613410949707031)* (1208,0.7515765428543091) (1193,0.7441408634185791) (318,0.7028716206550598) (110,0.6937351822853088) (919,0.6846003532409668) (1233,0.6722713708877563) (924,0.669459342956543)* (1272,0.6655585765838623) (1207,0.6590535044670105) (593,0.6491065621376038) (904,0.6466371417045593) (1090,0.6420465707778931) (923,0.6364524960517883) (1225,0.6324679851531982) (1304,0.6127630472183228)
1276: (1394,1.0107191801071167)* (1079,0.951974093914032) (2791,0.9224198460578918)* (1278,0.8537662029266357) (2395,0.7871469259262085) (1294,0.7727816104888916) (1270,0.7712439298629761) (1197,0.7710707783699036) (3114,0.7315906286239624) (2300,0.7032145261764526) (3363,0.6972485780715942)* (223,0.6872236728668213) (1230,0.6864534616470337) (2858,0.6720665693283081) (2248,0.653503954410553) (1663,0.6471481323242188)* (2289,0.6462956666946411) (1276,0.6403458118438721) (1235,0.637332022190094) (1220,0.6354787349700928)
1277: (1347,0.851418137550354) (1258,0.817418098449707) (1387,0.7112761735916138) (1219,0.6970781087875366) (253,0.6799718737602234)* (1994,0.6709523797035217) (968,0.6395127177238464) (3409,0.6183760166168213) (1350,0.6176924705505371) (3273,0.6102342009544373) (2459,0.5932625532150269) (3016,0.5888289213180542) (366,0.5863608717918396) (2513,0.57732754945755) (1342,0.575493574142456) (2160,0.569329023361206) (1644,0.5567954182624817) (724,0.5567727088928223) (2716,0.546068012714386) (1974,0.5438729524612427)
1278: (1196,1.0485813617706299)* (1270,0.8825299739837646) (593,0.7825409173965454) (2571,0.7406803965568542) (1259,0.7232829928398132) (110,0.7196178436279297)* (1214,0.7191106677055359) (1240,0.708347737789154) (589,0.6879265904426575) (858,0.6727433204650879) (2716,0.6696740984916687) (1136,0.669666051864624) (2174,0.6576681137084961)* (1036,0.6536120176315308)* (3471,0.6396545767784119) (480,0.6350977420806885) (356,0.6216421723365784)* (919,0.6181045770645142) (2628,0.613247811794281)* (2858,0.5827190279960632)
1279: (58,0.6356853246688843) (2336,0.626800537109375) (17,0.6100638508796692) (265,0.5854593515396118) (3006,0.5364532470703125) (2690,0.4840572476387024) (2501,0.47805848717689514) (2324,0.47218888998031616) (3408,0.4605990946292877) (3185,0.4600319266319275) (3125,0.43817129731178284) (314,0.4379555583000183) (307,0.4378693401813507) (36,0.4356803297996521) (2357,0.43536481261253357) (1643,0.4353252649307251) (3083,0.4351789355278015) (509,0.4334850311279297) (3260,0.42828452587127686) (3176,0.42549699544906616)
1280: (2762,1.2746427059173584)* (3578,1.261612892150879) (2959,1.1167305707931519)* (3408,0.9903017282485962) (2355,0.9431988596916199)* (3793,0.9006955623626709) (3114,0.8422882556915283) (110,0.8403846621513367) (593,0.8366028666496277) (3005,0.8152556419372559) (3555,0.7908594012260437) (2396,0.7907533645629883) (2707,0.7846533060073853) (318,0.7764487266540527) (2700,0.7675963640213013) (2716,0.7603482007980347) (3174,0.7492150068283081) (2541,0.7484331130981445) (2599,0.7482600212097168) (2710,0.7431083917617798)
1281: (2908,0.965897798538208) (2336,0.819722056388855) (3897,0.7810527086257935)* (1673,0.756970226764679) (36,0.7510195970535278) (265,0.7315364480018616) (3481,0.6879998445510864) (2599,0.6835498809814453) (3911,0.6798890233039856) (1280,0.6684616804122925) (1213,0.65287184715271) (3952,0.650347113609314) (3260,0.6478843092918396) (2997,0.641445517539978) (296,0.6118959188461304) (58,0.6114799380302429) (1249,0.6109729409217834) (1635,0.596442699432373)* (3176,0.5922045111656189) (800,0.5824571847915649)
1282: (2918,0.5744098424911499) (2791,0.5720239877700806) (2858,0.5136204957962036) (2804,0.4855235815048218) (3481,0.4773833453655243) (1307,0.4770042896270752) (1197,0.466300368309021) (1079,0.445037841796875) (3897,0.42343246936798096) (1270,0.42291492223739624)* (1265,0.41871821880340576) (608,0.39978766441345215) (1136,0.3947281539440155) (318,0.37948593497276306) (2248,0.369009792804718) (3421,0.36213400959968567) (1288,0.36178067326545715) (2797,0.35344263911247253) (2716,0.35306960344314575)* (1704,0.3464434742927551)
1283: (2762,0.6837520003318787) (595,0.6640899181365967)* (2028,0.6569385528564453) (1721,0.6544144749641418)* (364,0.6491378545761108) (318,0.6472597122192383) (527,0.616910457611084) (34,0.6095508337020874) (2858,0.5954394340515137) (480,0.5951870679855347)* (1265,0.5842024087905884) (593,0.5839405059814453) (2081,0.5488506555557251) (1197,0.5189138054847717) (260,0.5102991461753845) (1270,0.5092242360115051) (1580,0.5074952840805054) (3408,0.5070937871932983) (1704,0.5054665207862854) (3753,0.4929172992706299)
1284: (1617,1.0307711362838745)* (47,0.9092926979064941) (1358,0.8633420467376709) (1249,0.8133808970451355) (1343,0.7454519271850586) (628,0.7254393100738525) (1892,0.7055692672729492) (1625,0.6848275065422058) (474,0.67365962266922) (3101,0.6729944944381714)* (350,0.6699832081794739) (3893,0.6682384610176086) (866,0.6561885476112366) (3513,0.6550976037979126) (1805,0.6172903776168823) (144,0.6103871464729309) (3173,0.6101372241973877) (6,0.6026341319084167) (3755,0.5882072448730469)* (3147,0.5848447680473328)
1285: (1343,0.7314629554748535) (1263,0.7199721336364746)* (1206,0.6749471426010132)* (1321,0.6661234498023987)* (1077,0.6424826383590698) (1954,0.6048349738121033) (3210,0.5968682765960693)* (2917,0.5905540585517883)* (1953,0.5740708112716675)* (3685,0.5694311857223511) (1965,0.5624299049377441)* (1201,0.5587062835693359)* (1960,0.5578022003173828)* (1333,0.5471874475479126)* (2734,0.5464082956314087) (1250,0.5236212015151978)* (3703,0.5205793380737305)* (1225,0.5181683897972107)* (1219,0.5148719549179077)* (3733,0.5144821405410767)*
